ID,ID_DET_DEMONSTRATIVO_REFERENCIA,PADRAO_CTACTB,SINAL
46019,5,2.1.01.02.001921,-1
46020,5,2.1.01.02.001895,-1
46021,5,2.1.01.02.002011,-1
46022,5,2.1.01.02.002082,-1
46023,5,2.1.01.02.000488,-1
46024,5,2.1.01.02.000293,-1
46025,5,2.1.01.02.001204,-1
46026,5,2.1.01.02.000312,-1
46027,5,2.1.01.02.000261,-1
46028,5,2.1.01.02.000173,-1
46029,5,2.1.01.02.000719,-1
46030,5,2.1.01.02.000977,-1
46031,5,2.1.01.02.000996,-1
46032,5,2.1.01.02.001219,-1
46033,5,2.1.01.02.001316,-1
46034,5,2.1.01.02.001346,-1
46035,5,2.1.01.02.000975,-1
46036,5,2.1.01.02.001441,-1
46037,5,2.1.01.02.001576,-1
46038,5,2.1.01.02.001425,-1
46039,5,2.1.01.02.001438,-1
46040,5,2.1.01.02.001984,-1
46041,5,2.1.01.02.001693,-1
46042,5,2.1.01.02.001770,-1
46043,5,2.1.01.02.001816,-1
46044,5,2.1.01.02.002000,-1
46045,5,2.1.01.02.002055,-1
46046,5,2.1.01.02.002107,-1
46047,5,2.1.01.02.002046,-1
46048,5,2.1.01.02.002065,-1
46049,5,2.1.01.02.000948,-1
46050,5,2.1.01.02.001854,-1
46051,5,2.1.01.02.002025,-1
46052,5,2.1.01.02.001974,-1
46053,5,2.1.01.02.000610,-1
46054,5,2.1.01.02.000762,-1
46055,5,2.1.01.02.000481,-1
46056,5,2.1.01.02.001227,-1
46057,5,2.1.01.02.000972,-1
46058,5,2.1.01.02.001367,-1
46059,5,2.1.01.02.000849,-1
46060,5,2.1.01.02.001766,-1
46061,5,2.1.01.02.001629,-1
46062,5,2.1.01.02.001593,-1
46063,5,2.1.01.02.001417,-1
46064,5,2.1.01.02.001729,-1
46065,5,2.1.01.02.001613,-1
46066,5,2.1.01.02.001738,-1
46067,5,2.1.01.02.001873,-1
46068,5,2.1.01.02.001779,-1
46069,5,2.1.01.02.002094,-1
46070,5,2.1.01.02.001954,-1
46071,5,2.1.01.02.001957,-1
46072,5,2.1.01.02.001559,-1
46073,5,2.1.01.02.001172,-1
46074,5,2.1.01.02.000322,-1
46075,5,2.1.01.02.000958,-1
46076,5,2.1.01.02.001082,-1
46077,5,2.1.01.02.001137,-1
46078,5,2.1.01.02.000872,-1
46079,5,2.1.01.02.001376,-1
46080,5,2.1.01.02.001240,-1
46081,5,2.1.01.02.001143,-1
46082,5,2.1.01.02.001562,-1
46083,5,2.1.01.02.001689,-1
46084,5,2.1.01.02.001988,-1
46085,5,2.1.01.02.001599,-1
46086,5,2.1.01.02.001823,-1
46087,5,2.1.01.02.001822,-1
46088,5,2.1.01.02.001923,-1
46089,5,2.1.01.02.001852,-1
46090,5,2.1.01.02.002109,-1
46091,5,2.1.01.02.002100,-1
46092,5,2.1.01.02.001717,-1
46093,5,2.1.01.02.002119,-1
46094,5,2.1.01.02.000869,-1
46095,5,2.1.01.02.001195,-1
46096,5,2.1.01.02.001246,-1
46097,5,2.1.01.02.001300,-1
46098,5,2.1.01.02.001341,-1
46099,5,2.1.01.02.000371,-1
46100,5,2.1.01.02.001023,-1
46101,5,2.1.01.02.000578,-1
46102,5,2.1.01.02.001361,-1
46103,5,2.1.01.02.001619,-1
46104,5,2.1.01.02.001780,-1
46105,5,2.1.01.02.001751,-1
46106,5,2.1.01.02.001812,-1
46107,5,2.1.01.02.001048,-1
46108,5,2.1.01.02.001899,-1
46109,5,2.1.01.02.001801,-1
46110,5,2.1.01.02.002050,-1
46111,5,2.1.01.02.001968,-1
46112,5,2.1.01.02.002063,-1
46113,5,2.1.01.02.002091,-1
46114,5,2.1.01.02.000898,-1
46115,5,2.1.01.02.001009,-1
46116,5,2.1.01.02.001103,-1
46117,5,2.1.01.02.000976,-1
46118,5,2.1.01.02.000740,-1
46119,5,2.1.01.02.001035,-1
46120,5,2.1.01.02.001112,-1
46121,5,2.1.01.02.000982,-1
46122,5,2.1.01.02.001408,-1
46123,5,2.1.01.02.001486,-1
46124,5,2.1.01.02.001387,-1
46125,5,2.1.01.02.000186,-1
46126,5,2.1.01.02.002040,-1
46127,5,2.1.01.02.002018,-1
46128,5,2.1.01.02.001636,-1
46129,5,2.1.01.02.002111,-1
46130,5,2.1.01.02.002087,-1
46131,5,2.1.01.02.002117,-1
46132,5,2.1.01.02.001217,-1
46133,5,2.1.01.02.000845,-1
46134,5,2.1.01.02.001024,-1
46135,5,2.1.01.02.001206,-1
46136,5,2.1.01.02.001046,-1
46137,5,2.1.01.02.001663,-1
46138,5,2.1.01.02.001719,-1
46139,5,2.1.01.02.001707,-1
46140,5,2.1.01.02.001728,-1
46141,5,2.1.01.02.001692,-1
46142,5,2.1.01.02.001708,-1
46143,5,2.1.01.02.001815,-1
46144,5,2.1.01.02.001829,-1
46145,5,2.1.01.02.002028,-1
46146,5,2.1.01.02.002024,-1
46147,5,2.1.01.02.001975,-1
46148,5,2.1.01.02.000840,-1
46149,5,2.1.01.02.001197,-1
46150,5,2.1.01.02.000978,-1
46151,5,2.1.01.02.000030,-1
46152,5,2.1.01.02.001077,-1
46153,5,2.1.01.02.001006,-1
46154,5,2.1.01.02.001210,-1
46155,5,2.1.01.02.001134,-1
46156,5,2.1.01.02.001557,-1
46157,5,2.1.01.02.001742,-1
46158,5,2.1.01.02.001597,-1
46159,5,2.1.01.02.001656,-1
46160,5,2.1.01.02.001694,-1
46161,5,2.1.01.02.000154,-1
46162,5,2.1.01.02.001787,-1
46163,5,2.1.01.02.000450,-1
46164,5,2.1.01.02.001637,-1
46165,5,2.1.01.02.001980,-1
46166,5,2.1.01.02.001568,-1
46167,5,2.1.01.02.001163,-1
46168,5,2.1.01.02.000927,-1
46169,5,2.1.01.02.000150,-1
46170,5,2.1.01.02.001231,-1
46171,5,2.1.01.02.001301,-1
46172,5,2.1.01.02.000994,-1
46173,5,2.1.01.02.001333,-1
46174,5,2.1.01.02.001364,-1
46175,5,2.1.01.02.001076,-1
46176,5,2.1.01.02.001572,-1
46177,5,2.1.01.02.001821,-1
46178,5,2.1.01.02.002039,-1
46179,5,2.1.01.02.002017,-1
46180,5,2.1.01.02.002095,-1
46181,5,2.1.01.02.002115,-1
46182,5,2.1.01.02.000809,-1
46183,5,2.1.01.02.000964,-1
46184,5,2.1.01.02.001232,-1
46185,5,2.1.01.02.000748,-1
46186,5,2.1.01.02.001407,-1
46187,5,2.1.01.02.001375,-1
46188,5,2.1.01.02.001680,-1
46189,5,2.1.01.02.001909,-1
46190,5,2.1.01.02.001775,-1
46191,5,2.1.01.02.002108,-1
46192,5,2.1.01.02.002051,-1
46193,5,2.1.01.02.001291,-1
46194,5,2.1.01.02.002034,-1
46195,5,2.1.01.02.001274,-1
46196,5,2.1.01.02.000059,-1
46197,5,2.1.01.02.001047,-1
46198,5,2.1.01.02.001186,-1
46199,5,2.1.01.02.001352,-1
46200,5,2.1.01.02.000973,-1
46201,5,2.1.01.02.001625,-1
46202,5,2.1.01.02.001667,-1
46203,5,2.1.01.02.002001,-1
46204,5,2.1.01.02.001846,-1
46205,5,2.1.01.02.001844,-1
46206,5,2.1.01.02.001864,-1
46207,5,2.1.01.02.002012,-1
46208,5,2.1.01.02.001740,-1
46209,5,2.1.01.02.002031,-1
46210,5,2.1.01.02.002090,-1
46211,5,2.1.01.02.001955,-1
46212,5,2.1.01.02.000765,-1
46213,5,2.1.01.02.000557,-1
46214,5,2.1.01.02.001242,-1
46215,5,2.1.01.02.000953,-1
46216,5,2.1.01.02.000750,-1
46217,5,2.1.01.02.000404,-1
46218,5,2.1.01.02.001773,-1
46219,5,2.1.01.02.001807,-1
46220,5,2.1.01.02.001594,-1
46221,5,2.1.01.02.002103,-1
46222,5,2.1.01.02.002029,-1
46223,5,2.1.01.02.002045,-1
46224,5,2.1.01.02.001031,-1
46225,5,2.1.01.02.000091,-1
46226,5,2.1.01.02.000963,-1
46227,5,2.1.01.02.001199,-1
46228,5,2.1.01.02.000383,-1
46229,5,2.1.01.02.001445,-1
46230,5,2.1.01.02.001577,-1
46231,5,2.1.01.02.001904,-1
46232,5,2.1.01.02.001722,-1
46233,5,2.1.01.02.001800,-1
46234,5,2.1.01.02.002006,-1
46235,5,2.1.01.02.001994,-1
46236,5,2.1.01.02.001555,-1
46237,5,2.1.01.02.000069,-1
46238,5,2.1.01.02.001086,-1
46239,5,2.1.01.02.001269,-1
46240,5,2.1.01.02.001451,-1
46241,5,2.1.01.02.001570,-1
46242,5,2.1.01.02.001615,-1
46243,5,2.1.01.02.001785,-1
46244,5,2.1.01.02.002073,-1
46245,5,2.1.01.02.000814,-1
46246,5,2.1.01.02.001165,-1
46247,5,2.1.01.02.001189,-1
46248,5,2.1.01.02.001013,-1
46249,5,2.1.01.02.001347,-1
46250,5,2.1.01.02.001313,-1
46251,5,2.1.01.02.001432,-1
46252,5,2.1.01.02.001463,-1
46253,5,2.1.01.02.001442,-1
46254,5,2.1.01.02.001827,-1
46255,5,2.1.01.02.002076,-1
46256,5,2.1.01.02.001897,-1
46257,5,2.1.01.02.001450,-1
46258,5,2.1.01.02.001951,-1
46259,5,2.1.01.02.001919,-1
46260,5,2.1.01.02.000778,-1
46261,5,2.1.01.02.000109,-1
46262,5,2.1.01.02.000202,-1
46263,5,2.1.01.02.001129,-1
46264,5,2.1.01.02.001350,-1
46265,5,2.1.01.02.000474,-1
46266,5,2.1.01.02.001431,-1
46267,5,2.1.01.02.001357,-1
46268,5,2.1.01.02.001561,-1
46269,5,2.1.01.02.001546,-1
46270,5,2.1.01.02.001653,-1
46271,5,2.1.01.02.000585,-1
46272,5,2.1.01.02.001777,-1
46273,5,2.1.01.02.001796,-1
46274,5,2.1.01.02.002066,-1
46275,5,2.1.01.02.001956,-1
46276,5,2.1.01.02.001948,-1
46277,5,2.1.01.02.002026,-1
46278,5,2.1.01.02.000246,-1
46279,5,2.1.01.02.000746,-1
46280,5,2.1.01.02.001681,-1
46281,5,2.1.01.02.001868,-1
46282,5,2.1.01.02.002053,-1
46283,5,2.1.01.02.001991,-1
46284,5,2.1.01.02.002038,-1
46285,5,2.1.01.02.002112,-1
46286,5,2.1.01.02.000933,-1
46287,5,2.1.01.02.001323,-1
46288,5,2.1.01.02.000826,-1
46289,5,2.1.01.02.001884,-1
46290,5,2.1.01.02.001789,-1
46291,5,2.1.01.02.001640,-1
46292,5,2.1.01.02.002083,-1
46293,5,2.1.01.02.002042,-1
46294,5,2.1.01.02.001467,-1
46295,5,2.1.01.02.002030,-1
46296,5,2.1.01.02.002131,-1
46297,5,2.1.01.02.001702,-1
46298,5,2.1.01.02.000842,-1
46299,5,2.1.01.02.000961,-1
46300,5,2.1.01.02.001435,-1
46301,5,2.1.01.02.000393,-1
46302,5,2.1.01.02.000316,-1
46303,5,2.1.01.02.001566,-1
46304,5,2.1.01.02.002078,-1
46305,5,2.1.01.02.002014,-1
46306,5,2.1.01.02.001998,-1
46307,5,2.1.01.02.000065,-1
46308,5,2.1.01.02.000889,-1
46309,5,2.1.01.02.001280,-1
46310,5,2.1.01.02.001295,-1
46311,5,2.1.01.02.000038,-1
46312,5,2.1.01.02.001303,-1
46313,5,2.1.01.02.001018,-1
46314,5,2.1.01.02.001569,-1
46315,5,2.1.01.02.001987,-1
46316,5,2.1.01.02.001553,-1
46317,5,2.1.01.02.001378,-1
46318,5,2.1.01.02.001922,-1
46319,5,2.1.01.02.002106,-1
46320,5,2.1.01.02.001433,-1
46321,5,2.1.01.02.001257,-1
46322,5,2.1.01.02.000152,-1
46323,5,2.1.01.02.001321,-1
46324,5,2.1.01.02.001373,-1
46325,5,2.1.01.02.001026,-1
46326,5,2.1.01.02.001464,-1
46327,5,2.1.01.02.001628,-1
46328,5,2.1.01.02.001834,-1
46329,5,2.1.01.02.001824,-1
46330,5,2.1.01.02.002037,-1
46331,5,2.1.01.02.002072,-1
46332,5,2.1.01.02.000970,-1
46333,5,2.1.01.02.001019,-1
46334,5,2.1.01.02.001253,-1
46335,5,2.1.01.02.001687,-1
46336,5,2.1.01.02.001411,-1
46337,5,2.1.01.02.001870,-1
46338,5,2.1.01.02.001735,-1
46339,5,2.1.01.02.002110,-1
46340,5,2.1.01.02.002102,-1
46341,5,2.1.01.02.002120,-1
46342,5,2.1.01.02.000425,-1
46343,5,2.1.01.02.001482,-1
46344,5,2.1.01.02.001452,-1
46345,5,2.1.01.02.001581,-1
46346,5,2.1.01.02.001859,-1
46347,5,2.1.01.02.002088,-1
46348,5,2.1.01.02.001917,-1
46349,5,2.1.01.02.000567,-1
46350,5,2.1.01.02.001017,-1
46351,5,2.1.01.02.001479,-1
46352,5,2.1.01.02.001688,-1
46353,5,2.1.01.02.000949,-1
46354,5,2.1.01.02.000843,-1
46355,5,2.1.01.02.001898,-1
46356,5,2.1.01.02.001726,-1
46357,5,2.1.01.02.001733,-1
46358,5,2.1.01.02.001986,-1
46359,5,2.1.01.02.000188,-1
46360,5,2.1.01.02.000905,-1
46361,5,2.1.01.02.001294,-1
46362,5,2.1.01.02.001410,-1
46363,5,2.1.01.02.000133,-1
46364,5,2.1.01.02.002059,-1
46365,5,2.1.01.02.002113,-1
46366,5,2.1.01.02.000715,-1
46367,5,2.1.01.02.001114,-1
46368,5,2.1.01.02.001021,-1
46369,5,2.1.01.02.001403,-1
46370,5,2.1.01.02.000592,-1
46371,5,2.1.01.02.001592,-1
46372,5,2.1.01.02.001672,-1
46373,5,2.1.01.02.001814,-1
46374,5,2.1.01.02.001734,-1
46375,5,2.1.01.02.002057,-1
46376,5,2.1.01.02.002015,-1
46377,5,2.1.01.02.001385,-1
46378,5,2.1.01.02.001422,-1
46379,5,2.1.01.02.000175,-1
46380,5,2.1.01.02.000895,-1
46381,5,2.1.01.02.001392,-1
46382,5,2.1.01.02.001015,-1
46383,5,2.1.01.02.001192,-1
46384,5,2.1.01.02.001402,-1
46385,5,2.1.01.02.002008,-1
46386,5,2.1.01.02.002104,-1
46387,5,2.1.01.02.001950,-1
46388,5,2.1.01.02.001229,-1
46389,5,2.1.01.02.001275,-1
46390,5,2.1.01.02.001039,-1
46391,5,2.1.01.02.000386,-1
46392,5,2.1.01.02.001661,-1
46393,5,2.1.01.02.001745,-1
46394,5,2.1.01.02.001578,-1
46395,5,2.1.01.02.001863,-1
46396,5,2.1.01.02.000921,-1
46397,5,2.1.01.02.000956,-1
46398,5,2.1.01.02.001781,-1
46399,5,2.1.01.02.001650,-1
46400,5,2.1.01.02.001749,-1
46401,5,2.1.01.02.002021,-1
46402,5,2.1.01.02.002022,-1
46403,5,2.1.01.02.001339,-1
46404,5,2.1.01.02.001617,-1
46405,5,2.1.01.02.001623,-1
46406,5,2.1.01.02.001712,-1
46407,5,2.1.01.02.001811,-1
46408,5,2.1.01.02.002077,-1
46409,5,2.1.01.02.001978,-1
46410,5,2.1.01.02.001140,-1
46411,5,2.1.01.02.001806,-1
46412,5,2.1.01.02.001809,-1
46413,5,2.1.01.02.001716,-1
46414,5,2.1.01.02.001778,-1
46415,5,2.1.01.02.001953,-1
46416,5,2.1.01.02.001214,-1
46417,5,2.1.01.02.001574,-1
46418,5,2.1.01.02.001992,-1
46419,5,2.1.01.02.000543,-1
46420,5,2.1.01.02.001320,-1
46421,5,2.1.01.02.001635,-1
46422,5,2.1.01.02.001820,-1
46423,5,2.1.01.02.000492,-1
46424,5,2.1.01.02.001924,-1
46425,5,2.1.01.02.001961,-1
46426,5,2.1.01.02.002068,-1
46427,5,2.1.01.02.002020,-1
46428,5,2.1.01.02.002118,-1
46429,5,2.1.01.02.000050,-1
46430,5,2.1.01.02.001419,-1
46431,5,2.1.01.02.001468,-1
46432,5,2.1.01.02.001583,-1
46433,5,2.1.01.02.001651,-1
46434,5,2.1.01.02.001776,-1
46435,5,2.1.01.02.001869,-1
46436,5,2.1.01.02.001858,-1
46437,5,2.1.01.02.001967,-1
46438,5,2.1.01.02.002097,-1
46439,5,2.1.01.02.001860,-1
46440,5,2.1.01.02.001990,-1
46441,5,2.1.01.02.001166,-1
46442,5,2.1.01.02.000396,-1
46443,5,2.1.01.02.001016,-1
46444,5,2.1.01.02.001052,-1
46445,5,2.1.01.02.001098,-1
46446,5,2.1.01.02.001027,-1
46447,5,2.1.01.02.001462,-1
46448,5,2.1.01.02.001618,-1
46449,5,2.1.01.02.001744,-1
46450,5,2.1.01.02.001985,-1
46451,5,2.1.01.02.001958,-1
46452,5,2.1.01.02.002089,-1
46453,5,2.1.01.02.001398,-1
46454,5,2.1.01.02.000708,-1
46455,5,2.1.01.02.001630,-1
46456,5,2.1.01.02.001596,-1
46457,5,2.1.01.02.002070,-1
46458,5,2.1.01.02.001972,-1
46459,5,2.1.01.02.001005,-1
46460,5,2.1.01.02.002132,-1
46461,5,2.1.01.02.001267,-1
46462,5,2.1.01.02.002093,-1
46463,5,2.1.01.02.002125,-1
46464,5,2.1.01.02.001068,-1
46465,5,2.1.01.02.000993,-1
46466,5,2.1.01.02.001370,-1
46467,5,2.1.01.02.001044,-1
46468,5,2.1.01.02.001861,-1
46469,5,2.1.01.02.001997,-1
46470,5,2.1.01.02.002035,-1
46471,5,2.1.01.02.001662,-1
46472,5,2.1.01.02.001715,-1
46473,5,2.1.01.02.001768,-1
46474,5,2.1.01.02.001774,-1
46475,5,2.1.01.02.000911,-1
46476,5,2.1.01.02.002003,-1
46477,5,2.1.01.02.002036,-1
46478,5,2.1.01.02.001004,-1
46479,5,2.1.01.02.002047,-1
46480,5,2.1.01.02.001703,-1
46481,5,2.1.01.02.001631,-1
46482,5,2.1.01.02.001727,-1
46483,5,2.1.01.02.001808,-1
46484,5,2.1.01.02.001843,-1
46485,5,2.1.01.02.001853,-1
46486,5,2.1.01.02.001970,-1
46487,5,2.1.01.02.001159,-1
46488,5,2.1.01.02.001614,-1
46489,5,2.1.01.02.001845,-1
46490,5,2.1.01.02.001567,-1
46491,5,2.1.01.02.001580,-1
46492,5,2.1.01.02.001634,-1
46493,5,2.1.01.02.001710,-1
46494,5,2.1.01.02.001831,-1
46495,5,2.1.01.02.002002,-1
46496,5,2.1.01.02.001804,-1
46497,5,2.1.01.02.001995,-1
46498,5,2.1.01.02.001949,-1
46499,5,2.1.01.02.001969,-1
46500,5,2.1.01.02.001459,-1
46501,5,2.1.01.02.001747,-1
46502,5,2.1.01.02.001748,-1
46503,5,2.1.01.02.001750,-1
46504,5,2.1.01.02.001883,-1
46505,5,2.1.01.02.002075,-1
46506,5,2.1.01.02.001118,-1
46507,5,2.1.01.02.001741,-1
46508,5,2.1.01.02.001743,-1
46509,5,2.1.01.02.001754,-1
46510,5,2.1.01.02.001245,-1
46511,5,2.1.01.02.000962,-1
46512,5,2.1.01.02.001579,-1
46513,5,2.1.01.02.001915,-1
46514,5,2.1.01.02.001413,-1
46515,5,2.1.01.02.001793,-1
46516,5,2.1.01.02.001971,-1
46517,5,2.1.01.02.002116,-1
