MES,ID_EMPRESA,ID_CONTA_CONTABIL,DRE_TECWAY
03/2025,999,5.1.01.11.000001,-6.40437
03/2025,999,5.1.01.11.000003,0.0
03/2025,999,5.1.01.11.000004,0.0
03/2025,999,5.1.01.11.000006,-11.32231
03/2025,999,5.1.01.11.000007,-28.38607
03/2025,999,5.1.01.11.000008,-36.84698
03/2025,999,5.1.01.11.000010,-1.06162
03/2025,999,5.1.01.11.000012,0.0
03/2025,999,5.1.01.11.000013,0.0
03/2025,999,5.1.01.11.000014,0.0
03/2025,999,5.1.01.11.000015,0.0
03/2025,999,5.1.01.11.000021,-0.08915
03/2025,999,5.1.01.11.000022,0.0
03/2025,999,5.1.01.11.000025,0.0
03/2025,999,5.1.01.11.000026,0.0
03/2025,999,5.1.01.11.000027,-3.7913
03/2025,999,5.1.01.11.000030,0.0
03/2025,999,5.1.01.11.000031,-154.69676
03/2025,999,5.1.01.12.000003,0.0
03/2025,999,5.1.01.12.000008,0.0
03/2025,999,5.1.01.12.000009,0.0
03/2025,999,5.1.01.12.000019,0.0
03/2025,999,5.1.01.12.000021,-118.99649
03/2025,999,5.1.01.13.000001,0.0
03/2025,999,5.1.01.14.000001,0.0
03/2025,999,5.1.01.14.000002,0.0
03/2025,999,5.1.01.14.000003,-143.92725
03/2025,999,5.1.02.01.000006,0.0
03/2025,999,5.1.02.01.000009,0.0
03/2025,999,5.1.02.01.000010,0.0
03/2025,999,5.1.02.01.000011,0.0
03/2025,999,5.1.02.01.000012,150.0
03/2025,999,5.1.03.01.000001,-23.1332
03/2025,999,5.1.03.01.000002,-3.03905
03/2025,999,5.1.03.01.000003,-94.174
03/2025,999,5.1.03.01.000004,-4598.78322
03/2025,999,5.1.03.01.000005,-10.42182
03/2025,999,5.1.03.01.000007,-0.88552
03/2025,999,5.1.03.02.000001,-17.5398
03/2025,999,5.1.04.01.000001,-18.10607
03/2025,999,5.1.04.01.000002,0.0
03/2025,999,5.1.04.01.000004,-946.32489
03/2025,999,5.1.04.01.000005,-16.02
03/2025,999,5.1.04.01.000006,-9.12404
03/2025,999,5.1.04.01.000007,0.0
03/2025,999,5.1.04.01.000009,-3.5
03/2025,999,5.1.04.01.000010,0.0
03/2025,999,5.1.04.01.000011,0.0
03/2025,999,5.1.04.01.000014,-1499.861
03/2025,999,5.1.04.01.000015,-0.12905
03/2025,999,5.1.04.01.000016,-1.04
03/2025,999,5.1.04.01.000017,-158.44329
03/2025,999,5.1.04.02.000001,77.20431
03/2025,999,5.1.04.02.000002,2.68696
03/2025,999,5.1.04.02.000003,1.2506
03/2025,999,5.2.01.01.000001,4.27347
03/2025,999,5.9.01.01.000001,0.0
03/2025,999,5.9.01.01.000002,0.0
03/2025,999,5.9.01.02.000001,0.0
03/2025,999,5.9.01.02.000002,0.0
03/2026,6,3.1.01.01.000002,0.0
03/2026,6,3.1.01.01.000003,0.0
03/2026,6,3.1.01.01.000013,0.0
03/2026,6,3.1.02.02.000002,0.0
03/2026,6,3.1.02.02.000003,0.0
03/2026,6,3.1.02.02.000004,0.0
03/2026,6,3.1.02.02.000009,0.0
03/2026,6,3.1.02.02.000010,0.0
03/2026,6,3.1.03.02.000003,0.0
03/2026,6,3.1.03.03.000001,0.0
03/2026,6,3.2.01.01.000001,0.0
03/2026,6,3.2.01.02.000002,0.0
03/2026,6,4.1.01.01.000001,0.0
03/2026,6,4.1.01.01.000002,0.0
03/2026,6,4.1.01.01.000003,0.0
03/2026,6,4.1.01.01.000006,0.0
03/2026,6,4.1.01.01.000008,0.0
03/2026,6,4.1.01.01.000009,0.0
03/2026,6,4.1.01.01.000010,0.0
03/2026,6,4.1.01.02.000001,0.0
03/2026,6,4.1.01.02.000002,0.0
03/2026,6,4.1.01.02.000003,0.0
03/2026,6,4.1.01.02.000004,0.0
03/2026,6,4.1.01.02.000006,0.0
03/2026,6,4.1.01.02.000007,0.0
03/2026,6,4.1.01.03.000001,0.0
03/2026,6,4.1.01.03.000003,0.0
03/2026,6,4.1.01.03.000004,0.0
03/2026,6,4.1.01.03.000006,0.0
03/2026,6,4.1.01.03.000009,0.0
03/2026,6,4.1.01.03.000010,0.0
03/2026,6,4.1.01.04.000004,0.0
03/2026,6,4.1.01.05.000001,0.0
03/2026,6,4.1.01.05.000002,0.0
03/2026,6,4.1.01.05.000003,0.0
03/2026,6,4.1.01.05.000006,0.0
03/2026,6,4.1.01.06.000001,0.0
03/2026,6,4.1.01.06.000002,0.0
03/2026,6,4.1.01.06.000004,0.0
03/2026,6,4.1.01.07.000007,0.0
03/2026,6,4.1.01.07.000012,0.0
03/2026,6,4.1.01.07.000013,0.0
03/2026,6,4.1.01.07.000014,0.0
03/2026,6,4.1.01.07.000018,0.0
03/2026,6,4.1.01.08.000001,0.0
03/2026,6,4.1.01.08.000004,0.0
03/2026,6,4.1.01.08.000005,0.0
03/2026,6,4.1.01.08.000006,0.0
03/2026,6,4.1.01.11.000002,0.0
03/2026,6,4.1.01.11.000007,0.0
03/2026,6,4.1.01.11.000008,0.0
03/2026,6,4.1.01.11.000009,0.0
03/2026,6,4.1.01.11.000025,0.0
03/2026,6,5.1.01.01.000001,0.0
03/2026,6,5.1.01.01.000003,0.0
03/2026,6,5.1.01.01.000004,0.0
03/2026,6,5.1.01.01.000023,0.0
03/2026,6,5.1.01.01.000024,0.0
03/2026,6,5.1.01.02.000001,0.0
03/2026,6,5.1.01.02.000002,0.0
03/2026,6,5.1.01.02.000003,0.0
03/2026,6,5.1.01.02.000004,0.0
03/2026,6,5.1.01.02.000005,0.0
03/2026,6,5.1.01.02.000007,0.0
03/2026,6,5.1.01.03.000001,0.0
03/2026,6,5.1.01.03.000004,0.0
03/2026,6,5.1.01.03.000006,0.0
03/2026,6,5.1.01.03.000009,0.0
03/2026,6,5.1.01.03.000010,0.0
03/2026,6,5.1.01.04.000001,0.0
03/2026,6,5.1.01.04.000002,0.0
03/2026,6,5.1.01.04.000004,0.0
03/2026,6,5.1.01.05.000001,0.0
03/2026,6,5.1.01.05.000002,0.0
03/2026,6,5.1.01.05.000006,0.0
03/2026,6,5.1.01.05.000009,0.0
03/2026,6,5.1.01.06.000001,0.0
03/2026,6,5.1.01.06.000004,0.0
03/2026,6,5.1.01.06.000007,0.0
03/2026,6,5.1.01.07.000007,0.0
03/2026,6,5.1.01.07.000012,0.0
03/2026,6,5.1.01.08.000001,0.0
03/2026,6,5.1.01.08.000004,0.0
03/2026,6,5.1.01.08.000005,0.0
03/2026,6,5.1.01.11.000001,0.0
03/2026,6,5.1.01.11.000002,0.0
03/2026,6,5.1.01.11.000005,0.0
03/2026,6,5.1.01.11.000006,0.0
03/2026,6,5.1.01.11.000007,0.0
03/2026,6,5.1.01.11.000008,0.0
03/2026,6,5.1.01.11.000009,0.0
03/2026,6,5.1.01.11.000012,0.0
03/2026,6,5.1.01.11.000014,0.0
03/2026,6,5.1.01.11.000015,0.0
03/2026,6,5.1.01.11.000016,0.0
03/2026,6,5.1.01.11.000017,0.0
03/2026,6,5.1.01.11.000021,0.0
03/2026,6,5.1.01.11.000022,0.0
03/2026,6,5.1.01.11.000025,0.0
03/2026,6,5.1.01.11.000026,0.0
03/2026,6,5.1.01.11.000027,0.0
03/2026,6,5.1.01.12.000001,0.0
03/2026,6,5.1.01.12.000009,0.0
03/2026,6,5.1.01.12.000011,0.0
03/2026,6,5.1.01.12.000020,0.0
03/2026,6,5.1.01.13.000001,0.0
03/2026,6,5.1.03.01.000001,0.0
03/2026,6,5.1.03.01.000002,0.0
03/2026,6,5.1.03.01.000004,0.0
03/2026,6,5.1.03.01.000007,0.0
03/2026,6,5.1.04.01.000001,0.0
03/2026,6,5.1.04.01.000004,0.0
03/2026,6,5.1.04.01.000005,0.0
03/2026,6,5.1.04.01.000006,0.0
03/2026,6,5.1.04.01.000011,0.0
03/2026,6,5.1.04.01.000013,0.0
03/2026,6,5.1.04.01.000014,0.0
03/2026,6,5.1.04.02.000001,0.0
03/2026,6,5.1.04.02.000002,0.0
03/2026,6,5.1.04.02.000003,0.0
03/2026,6,5.2.01.01.000001,0.0
03/2026,999,3.1.01.01.000002,0.0
03/2026,999,3.1.01.01.000003,9865.46713
03/2026,999,3.1.01.01.000004,0.0
03/2026,999,3.1.01.01.000006,0.0
03/2026,999,3.1.01.01.000008,0.0
03/2026,999,3.1.01.01.000009,0.0
03/2026,999,3.1.01.01.000010,0.0
03/2026,999,3.1.01.01.000011,0.0
03/2026,999,3.1.01.01.000012,0.0
03/2026,999,3.1.01.01.000013,125.0
03/2026,999,3.1.02.01.000001,-90.0
03/2026,999,3.1.02.02.000004,0.0
03/2026,999,3.1.02.02.000005,0.0
03/2026,999,3.1.02.02.000008,0.0
03/2026,999,3.1.02.02.000010,0.0
03/2026,999,3.1.02.02.000011,0.0
03/2026,999,3.1.02.02.000012,0.0
03/2026,999,3.1.02.02.000013,-0.1728
03/2026,999,3.1.02.02.000014,-0.0864
03/2026,999,3.1.03.01.000007,0.0
03/2026,999,3.1.03.01.000011,0.0
03/2026,999,3.1.03.02.000001,0.0
03/2026,999,3.1.03.02.000003,0.0
03/2026,999,3.1.03.02.000004,0.0
03/2026,999,3.1.03.03.000001,133.29122
03/2026,999,3.2.01.01.000001,6381.0
03/2026,999,3.2.01.01.000005,4.408
03/2026,999,3.2.01.02.000001,0.0
03/2026,999,3.2.01.02.000002,3.15287
03/2026,999,3.2.01.02.000003,0.0
03/2026,999,3.2.01.02.000004,0.11625
03/2026,999,3.2.01.02.000005,0.0
03/2026,999,3.2.01.02.000006,0.0
03/2026,999,3.2.01.03.000001,0.0
03/2026,999,4.1.01.01.000001,-347.92573
03/2026,999,4.1.01.01.000002,0.0
03/2026,999,4.1.01.01.000003,-26.69655
03/2026,999,4.1.01.01.000004,0.0
03/2026,999,4.1.01.01.000006,0.0
03/2026,999,4.1.01.01.000007,0.0
03/2026,999,4.1.01.01.000009,-1.41788
03/2026,999,4.1.01.01.000010,0.0
03/2026,999,4.1.01.02.000001,-96.44977
03/2026,999,4.1.01.02.000002,-32.30559
03/2026,999,4.1.01.02.000003,-19.74366
03/2026,999,4.1.01.02.000004,0.0
03/2026,999,4.1.01.02.000005,0.0
03/2026,999,4.1.01.02.000007,-0.8048
03/2026,999,4.1.01.03.000001,-34.18485
03/2026,999,4.1.01.03.000003,0.0
03/2026,999,4.1.01.03.000004,-19.77121
03/2026,999,4.1.01.03.000005,0.0
03/2026,999,4.1.01.03.000006,-5.47647
03/2026,999,4.1.01.03.000008,-2.3009
03/2026,999,4.1.01.03.000009,-49.66068
03/2026,999,4.1.01.03.000010,0.0
03/2026,999,4.1.01.03.000013,0.0
03/2026,999,4.1.01.04.000002,0.0
03/2026,999,4.1.01.04.000004,-40.11911
03/2026,999,4.1.01.05.000001,-0.6445
03/2026,999,4.1.01.05.000002,-0.81789
03/2026,999,4.1.01.05.000003,-0.18305
03/2026,999,4.1.01.05.000004,-0.30587
03/2026,999,4.1.01.05.000005,-1.86585
03/2026,999,4.1.01.05.000006,-17.12147
03/2026,999,4.1.01.05.000007,-3.56
03/2026,999,4.1.01.05.000008,0.0
03/2026,999,4.1.01.05.000009,0.0
03/2026,999,4.1.01.06.000001,-62.66227
03/2026,999,4.1.01.06.000002,-22.72
03/2026,999,4.1.01.06.000003,0.0
03/2026,999,4.1.01.06.000004,-220.2074
03/2026,999,4.1.01.06.000007,0.0
03/2026,999,4.1.01.07.000001,-0.59036
03/2026,999,4.1.01.07.000002,-2.44553
03/2026,999,4.1.01.07.000003,-27.6792
03/2026,999,4.1.01.07.000004,-41.75758
03/2026,999,4.1.01.07.000005,-5.54023
03/2026,999,4.1.01.07.000006,-11.98
03/2026,999,4.1.01.07.000007,-7.33195
03/2026,999,4.1.01.07.000008,-0.368
03/2026,999,4.1.01.07.000009,0.0
03/2026,999,4.1.01.07.000010,-4.564
03/2026,999,4.1.01.07.000011,0.0
03/2026,999,4.1.01.07.000012,-16.85248
03/2026,999,4.1.01.07.000013,-15.62751
03/2026,999,4.1.01.07.000014,-5.705
03/2026,999,4.1.01.07.000015,0.0
03/2026,999,4.1.01.07.000016,-32.0
03/2026,999,4.1.01.07.000017,-9.0
03/2026,999,4.1.01.07.000018,0.0
03/2026,999,4.1.01.07.000019,0.0
03/2026,999,4.1.01.07.000020,0.0
03/2026,999,4.1.01.08.000001,-9.443
03/2026,999,4.1.01.08.000002,0.0
03/2026,999,4.1.01.08.000003,0.0
03/2026,999,4.1.01.08.000004,-775.32321
03/2026,999,4.1.01.08.000005,-38.1698
03/2026,999,4.1.01.08.000007,0.0
03/2026,999,4.1.01.08.000008,0.0
03/2026,999,4.1.01.09.000004,-35.08969
03/2026,999,4.1.01.09.000006,0.0
03/2026,999,4.1.01.10.000001,0.0
03/2026,999,4.1.01.10.000003,0.0
03/2026,999,4.1.01.10.000004,0.0
03/2026,999,4.1.01.10.000005,0.0
03/2026,999,4.1.01.11.000002,-34.77241
03/2026,999,4.1.01.11.000003,0.0
03/2026,999,4.1.01.11.000004,0.0
03/2026,999,4.1.01.11.000007,0.0
03/2026,999,4.1.01.11.000009,-78.17369
03/2026,999,4.1.01.11.000010,0.0
03/2026,999,4.1.01.11.000017,0.0
03/2026,999,4.1.01.11.000019,0.0
03/2026,999,4.1.01.11.000020,0.0
03/2026,999,4.1.01.11.000021,0.0
03/2026,999,4.1.01.11.000025,0.0
03/2026,999,4.1.01.11.000026,0.0
03/2026,999,4.1.01.12.000001,-2.29623
03/2026,999,4.1.01.12.000002,0.0
03/2026,999,4.1.01.13.000001,0.0
03/2026,999,4.1.01.13.000002,0.0
03/2026,999,4.1.01.13.000003,0.0
03/2026,999,4.1.01.13.000004,0.0
03/2026,999,4.1.01.13.000005,0.0
03/2026,999,5.1.01.01.000001,-195.6234
03/2026,999,5.1.01.01.000003,0.0
03/2026,999,5.1.01.01.000004,-123.25224
03/2026,999,5.1.01.01.000005,0.0
03/2026,999,5.1.01.01.000008,0.0
03/2026,999,5.1.01.01.000012,0.0
03/2026,999,5.1.01.01.000020,0.0
03/2026,999,5.1.01.01.000021,0.0
03/2026,999,5.1.01.01.000022,0.0
03/2026,999,5.1.01.01.000023,-12.52695
03/2026,999,5.1.01.01.000024,0.0
03/2026,999,5.1.01.02.000001,-62.86043
03/2026,999,5.1.01.02.000002,-26.71146
03/2026,999,5.1.01.02.000003,0.0
03/2026,999,5.1.01.02.000005,0.0
03/2026,999,5.1.01.02.000006,0.0
03/2026,999,5.1.01.02.000007,0.0
03/2026,999,5.1.01.02.000020,0.0
03/2026,999,5.1.01.02.000021,0.0
03/2026,999,5.1.01.02.000022,0.0
03/2026,999,5.1.01.03.000001,-2.11688
03/2026,999,5.1.01.03.000004,1.2876
03/2026,999,5.1.01.03.000006,0.0
03/2026,999,5.1.01.03.000008,0.0
03/2026,999,5.1.01.03.000009,-0.221
03/2026,999,5.1.01.03.000010,-3.62
03/2026,999,5.1.01.03.000012,0.0
03/2026,999,5.1.01.03.000013,0.0
03/2026,999,5.1.01.03.000014,0.0
03/2026,999,5.1.01.04.000001,0.0
03/2026,999,5.1.01.04.000002,0.0
03/2026,999,5.1.01.04.000003,0.0
03/2026,999,5.1.01.04.000004,0.0
03/2026,999,5.1.01.05.000001,0.0
03/2026,999,5.1.01.05.000002,-1.9199
03/2026,999,5.1.01.05.000003,0.0
03/2026,999,5.1.01.05.000004,0.0
03/2026,999,5.1.01.05.000005,-0.293
03/2026,999,5.1.01.05.000006,-15.16102
03/2026,999,5.1.01.05.000007,0.0
03/2026,999,5.1.01.05.000009,-0.235
03/2026,999,5.1.01.05.000010,0.0
03/2026,999,5.1.01.06.000001,-2.41184
03/2026,999,5.1.01.06.000002,0.0
03/2026,999,5.1.01.06.000003,0.0
03/2026,999,5.1.01.06.000004,0.0
03/2026,999,5.1.01.06.000005,0.0
03/2026,999,5.1.01.06.000006,-33.0217
03/2026,999,5.1.01.06.000008,0.0
03/2026,999,5.1.01.07.000001,0.0
03/2026,999,5.1.01.07.000002,0.0
03/2026,999,5.1.01.07.000003,-13.03248
03/2026,999,5.1.01.07.000004,0.0
03/2026,999,5.1.01.07.000005,0.0
03/2026,999,5.1.01.07.000007,0.0
03/2026,999,5.1.01.07.000008,0.0
03/2026,999,5.1.01.07.000010,-53.81752
03/2026,999,5.1.01.07.000014,0.0
03/2026,999,5.1.01.07.000015,-0.72
03/2026,999,5.1.01.07.000020,0.0
03/2026,999,5.1.01.07.000021,0.0
03/2026,999,5.1.01.08.000001,-0.496
03/2026,999,5.1.01.08.000002,0.0
03/2026,999,5.1.01.08.000003,0.0
03/2026,999,5.1.01.08.000004,-0.23
03/2026,999,5.1.01.08.000005,-237.22213
03/2026,999,5.1.01.09.000001,0.0
03/2026,999,5.1.01.09.000003,0.0
03/2026,999,5.1.01.09.000005,0.0
03/2026,999,5.1.01.09.000007,0.0
03/2026,999,5.1.01.09.000008,0.0
03/2026,999,5.1.01.10.000002,0.0
03/2026,999,5.1.01.10.000003,0.0
03/2026,999,5.1.01.10.000004,0.0
03/2026,999,5.1.01.11.000001,0.0
03/2026,999,5.1.01.11.000003,-10.24854
03/2026,999,5.1.01.11.000004,0.0
03/2026,999,5.1.01.11.000006,-3.85005
03/2026,999,5.1.01.11.000007,-15.5018
03/2026,999,5.1.01.11.000008,-1.63799
03/2026,999,5.1.01.11.000010,0.0
03/2026,999,5.1.01.11.000012,0.0
03/2026,999,5.1.01.11.000013,0.0
03/2026,999,5.1.01.11.000014,0.0
03/2026,999,5.1.01.11.000015,0.0
03/2026,999,5.1.01.11.000021,-0.1056
03/2026,999,5.1.01.11.000022,0.0
03/2026,999,5.1.01.11.000025,0.0
03/2026,999,5.1.01.11.000026,0.0
03/2026,999,5.1.01.11.000027,-0.98444
03/2026,999,5.1.01.11.000030,0.0
03/2026,999,5.1.01.11.000031,-2469.26787
03/2026,999,5.1.01.12.000003,0.0
03/2026,999,5.1.01.12.000008,0.0
03/2026,999,5.1.01.12.000009,0.0
03/2026,999,5.1.01.12.000019,0.0
03/2026,999,5.1.01.12.000021,0.0
03/2026,999,5.1.01.13.000001,0.0
03/2026,999,5.1.01.14.000001,0.0
03/2026,999,5.1.01.14.000002,0.0
03/2026,999,5.1.01.14.000003,0.0
03/2026,999,5.1.02.01.000006,0.0
03/2026,999,5.1.02.01.000009,0.0
03/2026,999,5.1.02.01.000010,0.0
03/2026,999,5.1.02.01.000011,0.0
03/2026,999,5.1.02.01.000012,7.21213
03/2026,999,5.1.03.01.000001,-15.43264
03/2026,999,5.1.03.01.000002,-2.05816
03/2026,999,5.1.03.01.000003,-62.78268
03/2026,999,5.1.03.01.000004,-4147.68727
03/2026,999,5.1.03.01.000005,-6.94788
03/2026,999,5.1.03.01.000007,-0.62908
03/2026,999,5.1.03.02.000001,-14.31648
03/2026,999,5.1.04.01.000001,-10.48481
03/2026,999,5.1.04.01.000002,0.0
03/2026,999,5.1.04.01.000004,-718.98682
03/2026,999,5.1.04.01.000005,0.0
03/2026,999,5.1.04.01.000006,-1.87862
03/2026,999,5.1.04.01.000007,0.0
03/2026,999,5.1.04.01.000009,0.0
03/2026,999,5.1.04.01.000010,0.0
03/2026,999,5.1.04.01.000011,0.0
03/2026,999,5.1.04.01.000014,-1655.04153
03/2026,999,5.1.04.01.000015,-0.1195
03/2026,999,5.1.04.01.000016,0.0
03/2026,999,5.1.04.01.000017,0.0
03/2026,999,5.1.04.02.000001,131.27248
03/2026,999,5.1.04.02.000002,0.00046
03/2026,999,5.1.04.02.000003,0.03494
03/2026,999,5.2.01.01.000001,6.25194
03/2026,999,5.9.01.01.000001,0.0
03/2026,999,5.9.01.01.000002,0.0
03/2026,999,5.9.01.02.000001,0.0
03/2026,999,5.9.01.02.000002,0.0
04/2022,6,3.1.01.01.000002,2139.82969
04/2022,6,3.1.01.01.000003,0.0
04/2022,6,3.1.02.02.000002,-42.79658
04/2022,6,3.1.02.02.000003,-35.30792
04/2022,6,3.1.02.02.000004,-162.6304
04/2022,6,3.1.02.02.000009,0.0
04/2022,6,3.1.02.02.000010,0.0
04/2022,6,3.1.03.02.000003,0.0
04/2022,6,4.1.01.01.000001,-365.96224
04/2022,6,4.1.01.01.000002,-10.0
04/2022,6,4.1.01.01.000003,0.0
04/2022,6,4.1.01.01.000009,0.0
04/2022,6,4.1.01.02.000001,-96.11022
04/2022,6,4.1.01.02.000002,-25.82659
04/2022,6,4.1.01.02.000003,-5.49854
04/2022,6,4.1.01.02.000004,-0.36462
04/2022,6,4.1.01.02.000006,0.0
04/2022,6,4.1.01.02.000007,-2.0
04/2022,6,4.1.01.03.000001,-26.12071
04/2022,6,4.1.01.03.000003,0.0
04/2022,6,4.1.01.03.000004,0.0
04/2022,6,4.1.01.03.000006,-2.52587
04/2022,6,4.1.01.03.000009,-46.68587
04/2022,6,4.1.01.03.000010,-0.088
04/2022,6,4.1.01.04.000004,0.0
04/2022,6,4.1.01.05.000001,0.0
04/2022,6,4.1.01.05.000002,-0.2998
04/2022,6,4.1.01.05.000003,0.0
04/2022,6,4.1.01.05.000006,-808.202
04/2022,6,4.1.01.06.000001,0.0
04/2022,6,4.1.01.06.000002,0.0
04/2022,6,4.1.01.06.000004,-36.68
04/2022,6,4.1.01.07.000007,0.0
04/2022,6,4.1.01.07.000012,0.0
04/2022,6,4.1.01.07.000013,0.0
04/2022,6,4.1.01.07.000014,-0.42
04/2022,6,4.1.01.08.000001,0.0
04/2022,6,4.1.01.08.000004,-83.96555
04/2022,6,4.1.01.08.000005,0.0
04/2022,6,4.1.01.08.000006,0.0
04/2022,6,4.1.01.11.000002,-12.80188
04/2022,6,4.1.01.11.000008,0.0
04/2022,6,4.1.01.11.000009,-3.75294
04/2022,6,4.1.01.11.000025,0.0
04/2022,6,5.1.01.01.000001,0.0
04/2022,6,5.1.01.01.000003,0.0
04/2022,6,5.1.01.01.000004,0.0
04/2022,6,5.1.01.02.000001,0.0
04/2022,6,5.1.01.02.000002,0.0
04/2022,6,5.1.01.02.000004,-0.39817
04/2022,6,5.1.01.02.000005,0.0
04/2022,6,5.1.01.02.000007,0.0
04/2022,6,5.1.01.03.000001,0.0
04/2022,6,5.1.01.03.000004,-1.634
04/2022,6,5.1.01.03.000006,0.0
04/2022,6,5.1.01.03.000009,0.0
04/2022,6,5.1.01.03.000010,-7.0058
04/2022,6,5.1.01.04.000001,0.0
04/2022,6,5.1.01.04.000002,0.0
04/2022,6,5.1.01.04.000004,0.0
04/2022,6,5.1.01.05.000001,-0.26
04/2022,6,5.1.01.05.000002,0.0
04/2022,6,5.1.01.05.000006,0.0
04/2022,6,5.1.01.06.000004,0.0
04/2022,6,5.1.01.06.000007,0.0
04/2022,6,5.1.01.07.000007,0.0
04/2022,6,5.1.01.07.000012,0.0
04/2022,6,5.1.01.08.000001,0.0
04/2022,6,5.1.01.08.000004,0.0
04/2022,6,5.1.01.08.000005,0.0
04/2022,6,5.1.01.11.000001,-0.14306
04/2022,6,5.1.01.11.000002,0.0
04/2022,6,5.1.01.11.000005,-2.0
04/2022,6,5.1.01.11.000006,-1.91468
04/2022,6,5.1.01.11.000007,0.0
04/2022,6,5.1.01.11.000008,-9.41058
04/2022,6,5.1.01.11.000009,0.0
04/2022,6,5.1.01.11.000012,0.0
04/2022,6,5.1.01.11.000014,0.0
04/2022,6,5.1.01.11.000015,0.0
04/2022,6,5.1.01.11.000016,0.0
04/2022,6,5.1.01.11.000017,0.0
04/2022,6,5.1.01.11.000021,0.0
04/2022,6,5.1.01.11.000022,-0.09061
04/2022,6,5.1.01.11.000025,0.0
04/2022,6,5.1.01.11.000027,0.0
04/2022,6,5.1.01.12.000001,-4.48195
04/2022,6,5.1.01.12.000009,0.0
04/2022,6,5.1.01.12.000011,-0.43998
04/2022,6,5.1.01.12.000020,-0.00366
04/2022,6,5.1.03.01.000004,-1046.2259
04/2022,6,5.1.04.01.000001,-0.006
04/2022,6,5.1.04.01.000004,-32.33262
04/2022,6,5.1.04.01.000005,0.0
04/2022,6,5.1.04.01.000006,-0.00203
04/2022,6,5.1.04.01.000013,0.0
04/2022,6,5.1.04.01.000014,0.0
04/2022,6,5.1.04.02.000001,0.04395
04/2022,6,5.1.04.02.000002,0.0
04/2022,999,3.1.01.01.000002,655.54976
04/2022,999,3.1.01.01.000003,47.6135
04/2022,999,3.1.01.01.000004,80.11277
04/2022,999,3.1.01.01.000006,60.50236
04/2022,999,3.1.01.01.000008,0.0
04/2022,999,3.1.01.01.000009,75.0
04/2022,999,3.1.01.01.000010,0.0
04/2022,999,3.1.01.01.000011,0.0
04/2022,999,3.1.01.01.000012,835.31011
04/2022,999,3.1.01.01.000013,19594.78378
04/2022,999,3.1.02.01.000001,0.0
04/2022,999,3.1.02.02.000005,-15.859
04/2022,999,3.1.02.02.000008,-76.1208
04/2022,999,3.1.02.02.000010,-34.98068
04/2022,999,3.1.02.02.000011,-10.30803
04/2022,999,3.1.02.02.000012,-47.55485
04/2022,999,3.1.02.02.000013,-0.24645
04/2022,999,3.1.02.02.000014,-0.12322
04/2022,999,3.1.03.01.000007,0.0
04/2022,999,3.1.03.01.000011,0.0
04/2022,999,3.1.03.02.000003,0.0
04/2022,999,3.2.01.01.000001,2525.5
04/2022,999,3.2.01.01.000005,0.0
04/2022,999,3.2.01.02.000001,400.0
04/2022,999,3.2.01.02.000002,11.94868
04/2022,999,3.2.01.02.000003,3.16994
04/2022,999,3.2.01.02.000004,27.92683
04/2022,999,4.1.01.01.000001,-480.52207
04/2022,999,4.1.01.01.000003,-33.85051
04/2022,999,4.1.01.01.000007,-4.41366
04/2022,999,4.1.01.02.000001,-146.45288
04/2022,999,4.1.01.02.000002,-42.27295
04/2022,999,4.1.01.02.000003,-6.43995
04/2022,999,4.1.01.02.000004,0.0
04/2022,999,4.1.01.02.000005,-54.37686
04/2022,999,4.1.01.02.000007,-8.79491
04/2022,999,4.1.01.03.000001,0.0
04/2022,999,4.1.01.03.000003,-6.84
04/2022,999,4.1.01.03.000004,-13.85047
04/2022,999,4.1.01.03.000005,-8.16949
04/2022,999,4.1.01.03.000006,0.0
04/2022,999,4.1.01.03.000008,0.0
04/2022,999,4.1.01.03.000009,-180.6154
04/2022,999,4.1.01.03.000010,-1.525
04/2022,999,4.1.01.03.000013,0.0
04/2022,999,4.1.01.04.000002,0.0
04/2022,999,4.1.01.04.000004,-20.882
04/2022,999,4.1.01.05.000001,-4.42
04/2022,999,4.1.01.05.000002,0.0
04/2022,999,4.1.01.05.000003,-2.05563
04/2022,999,4.1.01.05.000004,-7.0
04/2022,999,4.1.01.05.000005,0.0
04/2022,999,4.1.01.05.000006,-1974.55618
04/2022,999,4.1.01.05.000007,-305.838
04/2022,999,4.1.01.06.000001,0.0
04/2022,999,4.1.01.06.000002,-65.73214
04/2022,999,4.1.01.06.000003,-2.81
04/2022,999,4.1.01.06.000004,-272.2394
04/2022,999,4.1.01.07.000001,-2.50413
04/2022,999,4.1.01.07.000002,0.0
04/2022,999,4.1.01.07.000003,-81.84995
04/2022,999,4.1.01.07.000004,-4.80555
04/2022,999,4.1.01.07.000005,-146.51009
04/2022,999,4.1.01.07.000006,-8.1
04/2022,999,4.1.01.07.000007,-4.2973
04/2022,999,4.1.01.07.000008,0.0
04/2022,999,4.1.01.07.000009,-2.1964
04/2022,999,4.1.01.07.000010,-87.41131
04/2022,999,4.1.01.07.000011,-2.1144
04/2022,999,4.1.01.07.000012,-0.33415
04/2022,999,4.1.01.07.000013,-34.20565
04/2022,999,4.1.01.07.000014,-90.84391
04/2022,999,4.1.01.07.000015,-1.748
04/2022,999,4.1.01.07.000016,-48.0
04/2022,999,4.1.01.07.000017,-6.79577
04/2022,999,4.1.01.07.000018,0.0
04/2022,999,4.1.01.07.000019,-16.67967
04/2022,999,4.1.01.08.000001,-2.7654
