MES,ID_EMPRESA,ID_CONTA_CONTABIL,DRE_TECWAY
01/2022,6,3.1.01.01.000002,499.98153
01/2022,6,3.1.01.01.000003,0.0
01/2022,6,3.1.02.02.000002,-9.99963
01/2022,6,3.1.02.02.000003,-8.24997
01/2022,6,3.1.02.02.000004,-37.99984
01/2022,6,3.1.02.02.000009,0.0
01/2022,6,3.1.02.02.000010,0.0
01/2022,6,3.1.03.02.000003,0.0
01/2022,6,4.1.01.01.000001,-83.71376
01/2022,6,4.1.01.01.000002,0.0
01/2022,6,4.1.01.01.000003,0.0
01/2022,6,4.1.01.01.000009,0.0
01/2022,6,4.1.01.02.000001,-23.06697
01/2022,6,4.1.01.02.000002,-6.32685
01/2022,6,4.1.01.02.000003,-0.49658
01/2022,6,4.1.01.02.000004,0.0
01/2022,6,4.1.01.02.000006,0.0
01/2022,6,4.1.01.02.000007,0.0
01/2022,6,4.1.01.03.000001,-4.08
01/2022,6,4.1.01.03.000003,0.0
01/2022,6,4.1.01.03.000004,0.0
01/2022,6,4.1.01.03.000006,-0.426
01/2022,6,4.1.01.03.000009,0.0
01/2022,6,4.1.01.03.000010,0.0
01/2022,6,4.1.01.04.000004,0.0
01/2022,6,4.1.01.05.000001,0.0
01/2022,6,4.1.01.05.000002,0.0
01/2022,6,4.1.01.05.000003,0.0
01/2022,6,4.1.01.05.000006,-244.41165
01/2022,6,4.1.01.06.000001,0.0
01/2022,6,4.1.01.06.000002,0.0
01/2022,6,4.1.01.06.000004,-11.39
01/2022,6,4.1.01.07.000007,0.0
01/2022,6,4.1.01.07.000012,0.0
01/2022,6,4.1.01.07.000013,0.0
01/2022,6,4.1.01.07.000014,0.0
01/2022,6,4.1.01.08.000001,0.0
01/2022,6,4.1.01.08.000004,-2.50879
01/2022,6,4.1.01.08.000005,0.0
01/2022,6,4.1.01.08.000006,0.0
01/2022,6,4.1.01.11.000002,0.0
01/2022,6,4.1.01.11.000008,0.0
01/2022,6,4.1.01.11.000009,0.0
01/2022,6,4.1.01.11.000025,0.0
01/2022,6,5.1.01.01.000001,0.0
01/2022,6,5.1.01.01.000003,0.0
01/2022,6,5.1.01.01.000004,0.0
01/2022,6,5.1.01.02.000001,0.0
01/2022,6,5.1.01.02.000002,0.0
01/2022,6,5.1.01.02.000004,0.0
01/2022,6,5.1.01.02.000005,0.0
01/2022,6,5.1.01.02.000007,0.0
01/2022,6,5.1.01.03.000001,0.0
01/2022,6,5.1.01.03.000004,0.0
01/2022,6,5.1.01.03.000006,0.0
01/2022,6,5.1.01.03.000009,0.0
01/2022,6,5.1.01.03.000010,0.0
01/2022,6,5.1.01.04.000001,0.0
01/2022,6,5.1.01.04.000002,0.0
01/2022,6,5.1.01.04.000004,0.0
01/2022,6,5.1.01.05.000001,0.0
01/2022,6,5.1.01.05.000002,0.0
01/2022,6,5.1.01.05.000006,0.0
01/2022,6,5.1.01.06.000004,0.0
01/2022,6,5.1.01.06.000007,0.0
01/2022,6,5.1.01.07.000007,0.0
01/2022,6,5.1.01.07.000012,0.0
01/2022,6,5.1.01.08.000001,0.0
01/2022,6,5.1.01.08.000004,0.0
01/2022,6,5.1.01.08.000005,0.0
01/2022,6,5.1.01.11.000001,0.0
01/2022,6,5.1.01.11.000002,0.0
01/2022,6,5.1.01.11.000005,-1.0
01/2022,6,5.1.01.11.000006,0.0
01/2022,6,5.1.01.11.000007,0.0
01/2022,6,5.1.01.11.000008,0.0
01/2022,6,5.1.01.11.000009,0.0
01/2022,6,5.1.01.11.000012,0.0
01/2022,6,5.1.01.11.000014,0.0
01/2022,6,5.1.01.11.000015,0.0
01/2022,6,5.1.01.11.000016,0.0
01/2022,6,5.1.01.11.000017,0.0
01/2022,6,5.1.01.11.000021,0.0
01/2022,6,5.1.01.11.000022,0.0
01/2022,6,5.1.01.11.000025,0.0
01/2022,6,5.1.01.11.000027,0.0
01/2022,6,5.1.01.12.000001,-1.12325
01/2022,6,5.1.01.12.000009,0.0
01/2022,6,5.1.01.12.000011,-0.05728
01/2022,6,5.1.01.12.000020,-0.00099
01/2022,6,5.1.03.01.000004,-261.55649
01/2022,6,5.1.04.01.000001,-0.003
01/2022,6,5.1.04.01.000004,-1.32516
01/2022,6,5.1.04.01.000005,0.0
01/2022,6,5.1.04.01.000006,-0.00078
01/2022,6,5.1.04.01.000013,0.0
01/2022,6,5.1.04.01.000014,0.0
01/2022,6,5.1.04.02.000001,0.01637
01/2022,6,5.1.04.02.000002,0.0
01/2022,999,3.1.01.01.000002,0.0
01/2022,999,3.1.01.01.000003,18.166
01/2022,999,3.1.01.01.000004,27.50361
01/2022,999,3.1.01.01.000006,0.0
01/2022,999,3.1.01.01.000008,0.0
01/2022,999,3.1.01.01.000009,75.0
01/2022,999,3.1.01.01.000010,0.0
01/2022,999,3.1.01.01.000011,0.0
01/2022,999,3.1.01.01.000012,72.35
01/2022,999,3.1.01.01.000013,5969.69759
01/2022,999,3.1.02.01.000001,0.0
01/2022,999,3.1.02.02.000005,-3.12
01/2022,999,3.1.02.02.000008,-14.976
01/2022,999,3.1.02.02.000010,-0.73081
01/2022,999,3.1.02.02.000011,-2.028
01/2022,999,3.1.02.02.000012,-9.36
01/2022,999,3.1.02.02.000013,-0.24645
01/2022,999,3.1.02.02.000014,-0.12322
01/2022,999,3.1.03.01.000007,0.0
01/2022,999,3.1.03.01.000011,0.0
01/2022,999,3.1.03.02.000003,0.0
01/2022,999,3.2.01.01.000001,1058.0
01/2022,999,3.2.01.01.000005,0.0
01/2022,999,3.2.01.02.000001,0.0
01/2022,999,3.2.01.02.000002,3.89397
01/2022,999,3.2.01.02.000003,3.16994
01/2022,999,3.2.01.02.000004,24.79125
01/2022,999,4.1.01.01.000001,-111.75959
01/2022,999,4.1.01.01.000003,-6.94328
01/2022,999,4.1.01.01.000007,0.0
01/2022,999,4.1.01.02.000001,-32.8708
01/2022,999,4.1.01.02.000002,-9.46655
01/2022,999,4.1.01.02.000003,-0.85931
01/2022,999,4.1.01.02.000004,0.0
01/2022,999,4.1.01.02.000005,-6.32827
01/2022,999,4.1.01.02.000007,-4.73272
01/2022,999,4.1.01.03.000001,0.0
01/2022,999,4.1.01.03.000003,0.0
01/2022,999,4.1.01.03.000004,6.35327
01/2022,999,4.1.01.03.000005,0.0
01/2022,999,4.1.01.03.000006,0.0
01/2022,999,4.1.01.03.000008,0.0
01/2022,999,4.1.01.03.000009,-24.39006
01/2022,999,4.1.01.03.000010,0.0
01/2022,999,4.1.01.03.000013,0.0
01/2022,999,4.1.01.04.000002,0.0
01/2022,999,4.1.01.04.000004,0.0
01/2022,999,4.1.01.05.000001,-0.42
01/2022,999,4.1.01.05.000002,0.0
01/2022,999,4.1.01.05.000003,-1.0597
01/2022,999,4.1.01.05.000004,0.0
01/2022,999,4.1.01.05.000005,0.0
01/2022,999,4.1.01.05.000006,-40.02373
01/2022,999,4.1.01.05.000007,-0.28
01/2022,999,4.1.01.06.000001,0.0
01/2022,999,4.1.01.06.000002,-1.452
01/2022,999,4.1.01.06.000003,0.0
01/2022,999,4.1.01.06.000004,-33.429
01/2022,999,4.1.01.07.000001,-0.88559
01/2022,999,4.1.01.07.000002,0.0
01/2022,999,4.1.01.07.000003,-0.25181
01/2022,999,4.1.01.07.000004,0.0
01/2022,999,4.1.01.07.000005,-2.26858
01/2022,999,4.1.01.07.000006,-2.1
01/2022,999,4.1.01.07.000007,-1.78754
01/2022,999,4.1.01.07.000008,0.0
01/2022,999,4.1.01.07.000009,0.0
01/2022,999,4.1.01.07.000010,-43.22659
01/2022,999,4.1.01.07.000011,0.0
01/2022,999,4.1.01.07.000012,0.0
01/2022,999,4.1.01.07.000013,-21.92565
01/2022,999,4.1.01.07.000014,-18.96849
01/2022,999,4.1.01.07.000015,0.0
01/2022,999,4.1.01.07.000016,0.0
01/2022,999,4.1.01.07.000017,-0.55597
01/2022,999,4.1.01.07.000018,0.0
01/2022,999,4.1.01.07.000019,0.0
01/2022,999,4.1.01.08.000001,0.0
01/2022,999,4.1.01.08.000002,0.0
01/2022,999,4.1.01.08.000003,0.0
01/2022,999,4.1.01.08.000004,-713.20438
01/2022,999,4.1.01.08.000005,0.0
01/2022,999,4.1.01.09.000004,-2.2
01/2022,999,4.1.01.10.000001,0.0
01/2022,999,4.1.01.10.000003,0.0
01/2022,999,4.1.01.10.000004,0.0
01/2022,999,4.1.01.10.000005,0.0
01/2022,999,4.1.01.11.000002,-286.63706
01/2022,999,4.1.01.11.000003,-0.1775
01/2022,999,4.1.01.11.000004,0.0
01/2022,999,4.1.01.11.000009,0.0
01/2022,999,4.1.01.11.000010,0.0
01/2022,999,4.1.01.11.000017,0.0
01/2022,999,4.1.01.11.000019,0.0
01/2022,999,4.1.01.11.000020,-2.08636
01/2022,999,4.1.01.11.000021,0.0
01/2022,999,4.1.01.11.000025,0.0
01/2022,999,4.1.01.11.000026,0.0
01/2022,999,4.1.01.12.000001,-121.9225
01/2022,999,4.1.01.12.000002,-11.01832
01/2022,999,4.1.01.13.000001,-82.22188
01/2022,999,4.1.01.13.000002,0.0
01/2022,999,4.1.01.13.000003,0.0
01/2022,999,4.1.01.13.000004,-5.10406
01/2022,999,4.1.01.13.000005,0.0
01/2022,999,5.1.01.01.000003,0.0
01/2022,999,5.1.01.01.000008,0.0
01/2022,999,5.1.01.01.000020,-61.41919
01/2022,999,5.1.01.01.000021,-1.212
01/2022,999,5.1.01.01.000022,-3.98069
01/2022,999,5.1.01.02.000003,-0.49266
01/2022,999,5.1.01.02.000006,0.0
01/2022,999,5.1.01.02.000007,0.0
01/2022,999,5.1.01.02.000020,-18.82579
01/2022,999,5.1.01.02.000021,-5.42733
01/2022,999,5.1.01.02.000022,-8.76971
01/2022,999,5.1.01.03.000001,-13.37057
01/2022,999,5.1.01.03.000004,-0.5732
01/2022,999,5.1.01.03.000006,-0.771
01/2022,999,5.1.01.03.000008,0.0
01/2022,999,5.1.01.03.000009,-12.896
01/2022,999,5.1.01.03.000010,-1.26
01/2022,999,5.1.01.03.000012,0.0
01/2022,999,5.1.01.03.000013,0.0
01/2022,999,5.1.01.03.000014,-0.02
01/2022,999,5.1.01.04.000001,0.0
01/2022,999,5.1.01.04.000002,0.0
01/2022,999,5.1.01.04.000003,0.0
01/2022,999,5.1.01.04.000004,-10.0
01/2022,999,5.1.01.05.000001,-3.8061
01/2022,999,5.1.01.05.000002,-4.15796
01/2022,999,5.1.01.05.000003,-0.879
01/2022,999,5.1.01.05.000004,-6.20764
01/2022,999,5.1.01.05.000005,0.0
01/2022,999,5.1.01.05.000006,0.0
01/2022,999,5.1.01.05.000007,0.0
01/2022,999,5.1.01.05.000009,0.0
01/2022,999,5.1.01.06.000001,-15.36715
01/2022,999,5.1.01.06.000002,0.0
01/2022,999,5.1.01.06.000003,0.0
01/2022,999,5.1.01.06.000004,-36.628
01/2022,999,5.1.01.06.000005,-7.97072
01/2022,999,5.1.01.06.000006,-12.313
01/2022,999,5.1.01.06.000008,-8.0
01/2022,999,5.1.01.07.000001,0.0
01/2022,999,5.1.01.07.000002,0.0
01/2022,999,5.1.01.07.000003,0.0
01/2022,999,5.1.01.07.000004,-0.13105
01/2022,999,5.1.01.07.000005,-0.2434
01/2022,999,5.1.01.07.000007,0.0
01/2022,999,5.1.01.07.000008,0.0
01/2022,999,5.1.01.07.000010,-12.72332
01/2022,999,5.1.01.07.000014,0.0
01/2022,999,5.1.01.07.000015,-0.36
01/2022,999,5.1.01.07.000020,0.0
01/2022,999,5.1.01.07.000021,0.0
01/2022,999,5.1.01.08.000001,-0.2
01/2022,999,5.1.01.08.000002,-0.1
01/2022,999,5.1.01.08.000003,0.0
01/2022,999,5.1.01.08.000004,0.0
01/2022,999,5.1.01.08.000005,-9.93384
01/2022,999,5.1.01.09.000001,0.0
01/2022,999,5.1.01.09.000003,-3.0
01/2022,999,5.1.01.09.000008,0.0
01/2022,999,5.1.01.10.000002,0.0
01/2022,999,5.1.01.10.000003,0.0
01/2022,999,5.1.01.10.000004,0.0
01/2022,999,5.1.01.11.000001,0.0
01/2022,999,5.1.01.11.000003,-18.53789
01/2022,999,5.1.01.11.000004,0.0
01/2022,999,5.1.01.11.000006,0.0
01/2022,999,5.1.01.11.000007,-2.36712
01/2022,999,5.1.01.11.000008,0.0
01/2022,999,5.1.01.11.000012,0.0
01/2022,999,5.1.01.11.000013,0.0
01/2022,999,5.1.01.11.000014,-0.02884
01/2022,999,5.1.01.11.000015,0.0
01/2022,999,5.1.01.11.000021,0.0
01/2022,999,5.1.01.11.000022,-6.17007
01/2022,999,5.1.01.11.000026,0.0
01/2022,999,5.1.01.11.000027,0.0
01/2022,999,5.1.01.11.000031,-3651.38444
01/2022,999,5.1.01.12.000003,0.0
01/2022,999,5.1.01.12.000008,0.0
01/2022,999,5.1.01.12.000009,-535.57348
01/2022,999,5.1.01.12.000019,0.0
01/2022,999,5.1.02.01.000006,-0.67234
01/2022,999,5.1.03.01.000001,-0.26881
01/2022,999,5.1.03.01.000002,-0.3629
01/2022,999,5.1.03.01.000004,-2974.07676
01/2022,999,5.1.03.01.000005,-0.17552
01/2022,999,5.1.04.01.000001,-4.74509
01/2022,999,5.1.04.01.000002,0.0
01/2022,999,5.1.04.01.000004,-65.1737
01/2022,999,5.1.04.01.000005,0.0
01/2022,999,5.1.04.01.000006,-25.25058
01/2022,999,5.1.04.01.000007,0.0
01/2022,999,5.1.04.01.000010,0.0
01/2022,999,5.1.04.01.000011,0.0
01/2022,999,5.1.04.02.000001,1.3965
01/2022,999,5.1.04.02.000002,7.55096
01/2022,999,5.1.04.02.000003,0.01
01/2023,6,3.1.01.01.000002,474.68521
01/2023,6,3.1.01.01.000003,0.0
01/2023,6,3.1.02.02.000002,0.0
01/2023,6,3.1.02.02.000003,0.0
01/2023,6,3.1.02.02.000004,0.0
01/2023,6,3.1.02.02.000009,0.0
01/2023,6,3.1.02.02.000010,-9.49371
01/2023,6,3.1.03.02.000003,0.0
01/2023,6,3.2.01.01.000001,0.0
01/2023,6,4.1.01.01.000001,-80.57685
01/2023,6,4.1.01.01.000002,0.0
01/2023,6,4.1.01.01.000003,-6.63103
01/2023,6,4.1.01.01.000009,-7.29203
01/2023,6,4.1.01.01.000010,0.0
01/2023,6,4.1.01.02.000001,-25.46112
01/2023,6,4.1.01.02.000002,-7.30072
01/2023,6,4.1.01.02.000003,-0.16041
01/2023,6,4.1.01.02.000004,0.0
01/2023,6,4.1.01.02.000006,0.0
01/2023,6,4.1.01.02.000007,0.0
01/2023,6,4.1.01.03.000001,-5.244
01/2023,6,4.1.01.03.000003,0.0
01/2023,6,4.1.01.03.000004,-0.41283
01/2023,6,4.1.01.03.000006,-0.904
01/2023,6,4.1.01.03.000009,-14.64201
01/2023,6,4.1.01.03.000010,-9.71
01/2023,6,4.1.01.04.000004,-1.067
01/2023,6,4.1.01.05.000001,0.0
01/2023,6,4.1.01.05.000002,0.0
01/2023,6,4.1.01.05.000003,0.0
01/2023,6,4.1.01.05.000006,-171.59324
01/2023,6,4.1.01.06.000001,-1.29
01/2023,6,4.1.01.06.000002,0.0
01/2023,6,4.1.01.06.000004,0.0
01/2023,6,4.1.01.07.000007,0.0
01/2023,6,4.1.01.07.000012,0.0
01/2023,6,4.1.01.07.000013,-0.6
01/2023,6,4.1.01.07.000014,0.0
01/2023,6,4.1.01.08.000001,0.0
01/2023,6,4.1.01.08.000004,-71.2359
01/2023,6,4.1.01.08.000005,-0.362
01/2023,6,4.1.01.08.000006,0.0
01/2023,6,4.1.01.11.000002,0.0
01/2023,6,4.1.01.11.000008,0.0
01/2023,6,4.1.01.11.000009,0.0
01/2023,6,4.1.01.11.000025,0.0
01/2023,6,5.1.01.01.000001,-5.95949
01/2023,6,5.1.01.01.000003,0.0
01/2023,6,5.1.01.01.000004,0.0
01/2023,6,5.1.01.01.000023,0.0
01/2023,6,5.1.01.01.000024,0.0
01/2023,6,5.1.01.02.000001,-1.65606
01/2023,6,5.1.01.02.000002,-0.48529
01/2023,6,5.1.01.02.000004,0.0
01/2023,6,5.1.01.02.000005,0.0
01/2023,6,5.1.01.02.000007,0.0
01/2023,6,5.1.01.03.000001,0.0
01/2023,6,5.1.01.03.000004,0.0
01/2023,6,5.1.01.03.000006,0.0
01/2023,6,5.1.01.03.000009,0.0
01/2023,6,5.1.01.03.000010,0.0
01/2023,6,5.1.01.04.000001,0.0
01/2023,6,5.1.01.04.000002,0.0
01/2023,6,5.1.01.04.000004,0.0
01/2023,6,5.1.01.05.000001,0.0
01/2023,6,5.1.01.05.000002,0.0
01/2023,6,5.1.01.05.000006,0.0
01/2023,6,5.1.01.05.000009,0.0
01/2023,6,5.1.01.06.000004,0.0
01/2023,6,5.1.01.06.000007,0.0
01/2023,6,5.1.01.07.000007,0.0
01/2023,6,5.1.01.07.000012,0.0
01/2023,6,5.1.01.08.000001,0.0
01/2023,6,5.1.01.08.000004,0.0
01/2023,6,5.1.01.08.000005,0.0
01/2023,6,5.1.01.11.000001,0.0
01/2023,6,5.1.01.11.000002,0.0
01/2023,6,5.1.01.11.000005,0.0
01/2023,6,5.1.01.11.000006,0.0
01/2023,6,5.1.01.11.000007,-0.51373
01/2023,6,5.1.01.11.000008,0.0
01/2023,6,5.1.01.11.000009,0.0
01/2023,6,5.1.01.11.000012,0.0
01/2023,6,5.1.01.11.000014,0.0
01/2023,6,5.1.01.11.000015,0.0
01/2023,6,5.1.01.11.000016,-4.30096
01/2023,6,5.1.01.11.000017,-19.81046
01/2023,6,5.1.01.11.000021,-0.1065
01/2023,6,5.1.01.11.000022,0.0
01/2023,6,5.1.01.11.000025,-0.26254
01/2023,6,5.1.01.11.000027,0.0
01/2023,6,5.1.01.12.000001,0.0
01/2023,6,5.1.01.12.000009,0.0
01/2023,6,5.1.01.12.000011,0.0
01/2023,6,5.1.01.12.000020,0.0
01/2023,6,5.1.03.01.000004,-214.02123
01/2023,6,5.1.04.01.000001,-1.4202
01/2023,6,5.1.04.01.000004,-8.24736
01/2023,6,5.1.04.01.000005,0.0
01/2023,6,5.1.04.01.000006,-0.00241
01/2023,6,5.1.04.01.000013,0.0
01/2023,6,5.1.04.01.000014,-11.18955
01/2023,6,5.1.04.02.000001,0.00272
01/2023,6,5.1.04.02.000002,0.30301
01/2023,6,5.2.01.01.000001,-25.24607
01/2023,7,3.1.01.01.000005,1266.62144
01/2023,7,3.1.02.01.000001,0.0
01/2023,7,3.2.01.01.000003,2.5
01/2023,7,3.2.01.02.000003,0.0
01/2023,7,4.1.02.01.000001,-18.04801
01/2023,7,4.1.02.01.000003,-2.32268
01/2023,7,4.1.02.01.000009,0.0
01/2023,7,4.1.02.01.000010,0.0
01/2023,7,4.1.02.02.000001,-4.74679
01/2023,7,4.1.02.02.000002,-1.36767
01/2023,7,4.1.02.02.000003,-0.94739
01/2023,7,4.1.02.02.000005,-2.3356
01/2023,7,4.1.02.02.000006,0.0
01/2023,7,4.1.02.02.000008,0.0
01/2023,7,4.1.02.03.000004,-0.98406
01/2023,7,4.1.02.03.000006,-0.4
01/2023,7,4.1.02.03.000009,0.0
01/2023,7,4.1.02.03.000010,0.0
01/2023,7,4.1.02.03.000013,0.0
01/2023,7,4.1.02.05.000001,-0.6024
01/2023,7,4.1.02.05.000002,-0.3975
01/2023,7,4.1.02.05.000003,0.0
01/2023,7,4.1.02.05.000004,-0.14
01/2023,7,4.1.02.05.000005,0.0
01/2023,7,4.1.02.05.000006,-812.86308
01/2023,7,4.1.02.05.000007,-0.28
01/2023,7,4.1.02.05.000009,0.0
01/2023,7,4.1.02.06.000001,-0.75
01/2023,7,4.1.02.06.000004,-183.35874
01/2023,7,4.1.02.07.000003,0.0
01/2023,7,4.1.02.07.000004,0.0
01/2023,7,4.1.02.07.000007,0.0
01/2023,7,4.1.02.07.000010,-2.20548
01/2023,7,4.1.02.07.000016,0.0
01/2023,7,4.1.02.08.000001,-0.2
01/2023,7,4.1.02.08.000005,0.0
01/2023,7,5.1.01.05.000005,0.0
01/2023,7,5.1.01.05.000009,0.0
01/2023,7,5.1.01.07.000007,0.0
01/2023,7,5.1.01.11.000005,-0.15
01/2023,7,5.1.01.11.000006,0.0
01/2023,7,5.1.01.11.000007,0.0
01/2023,7,5.1.01.11.000008,0.0
01/2023,7,5.1.01.11.000016,-0.04125
01/2023,7,5.1.01.11.000017,-0.19
01/2023,7,5.1.01.13.000001,-11.94444
01/2023,7,5.1.04.01.000001,-1.28839
01/2023,7,5.1.04.01.000002,-23.40516
01/2023,7,5.1.04.01.000004,-21.20299
01/2023,7,5.1.04.01.000005,-11.71289
01/2023,7,5.1.04.01.000006,-0.93138
01/2023,7,5.1.04.01.000014,-13.49686
01/2023,7,5.1.04.02.000001,0.00675
01/2023,7,5.1.04.02.000002,0.0
01/2023,7,5.1.04.02.000003,0.02
01/2023,7,5.2.01.01.000001,-93.79884
01/2023,7,5.9.01.01.000001,0.0
01/2023,7,5.9.01.02.000001,0.0
01/2023,999,3.1.01.01.000002,164.99543
01/2023,999,3.1.01.01.000003,0.955
01/2023,999,3.1.01.01.000004,3.62855
01/2023,999,3.1.01.01.000006,0.0
01/2023,999,3.1.01.01.000008,0.0
01/2023,999,3.1.01.01.000009,0.0
01/2023,999,3.1.01.01.000010,0.0
01/2023,999,3.1.01.01.000011,0.0
01/2023,999,3.1.01.01.000012,0.0
01/2023,999,3.1.01.01.000013,10773.76385
01/2023,999,3.1.02.01.000001,0.0
01/2023,999,3.1.02.02.000005,0.0
01/2023,999,3.1.02.02.000008,0.0
01/2023,999,3.1.02.02.000010,-8.29752
01/2023,999,3.1.02.02.000011,0.0
01/2023,999,3.1.02.02.000012,0.0
01/2023,999,3.1.02.02.000013,-0.27384
01/2023,999,3.1.02.02.000014,-0.13692
01/2023,999,3.1.03.01.000007,0.0
01/2023,999,3.1.03.01.000011,0.0
01/2023,999,3.1.03.02.000003,0.0
01/2023,999,3.2.01.01.000001,1277.0
01/2023,999,3.2.01.01.000005,1.451
01/2023,999,3.2.01.02.000001,0.0
01/2023,999,3.2.01.02.000002,0.0
01/2023,999,3.2.01.02.000003,0.0
01/2023,999,3.2.01.02.000004,0.0
01/2023,999,4.1.01.01.000001,-156.27417
01/2023,999,4.1.01.01.000002,0.0
01/2023,999,4.1.01.01.000003,-9.97423
01/2023,999,4.1.01.01.000007,0.0
01/2023,999,4.1.01.01.000009,-11.7591
01/2023,999,4.1.01.01.000010,0.0
01/2023,999,4.1.01.02.000001,-43.32261
01/2023,999,4.1.01.02.000002,-14.09513
01/2023,999,4.1.01.02.000003,-2.57506
01/2023,999,4.1.01.02.000004,0.0
01/2023,999,4.1.01.02.000005,0.0
01/2023,999,4.1.01.02.000007,-0.7058
01/2023,999,4.1.01.03.000001,-13.386
01/2023,999,4.1.01.03.000003,0.0
01/2023,999,4.1.01.03.000004,-3.08686
01/2023,999,4.1.01.03.000005,-3.01989
01/2023,999,4.1.01.03.000006,-5.669
01/2023,999,4.1.01.03.000008,-0.6
01/2023,999,4.1.01.03.000009,-17.88962
01/2023,999,4.1.01.03.000010,-15.48452
01/2023,999,4.1.01.03.000013,-0.05353
01/2023,999,4.1.01.04.000002,0.0
01/2023,999,4.1.01.04.000004,-18.186
01/2023,999,4.1.01.05.000001,-1.73435
01/2023,999,4.1.01.05.000002,-2.2236
01/2023,999,4.1.01.05.000003,0.0
01/2023,999,4.1.01.05.000004,-1.1876
01/2023,999,4.1.01.05.000005,-0.61912
01/2023,999,4.1.01.05.000006,-240.52722
01/2023,999,4.1.01.05.000007,-1.357
01/2023,999,4.1.01.05.000008,0.0
01/2023,999,4.1.01.06.000001,-6.0
01/2023,999,4.1.01.06.000002,-29.25228
01/2023,999,4.1.01.06.000003,0.0
01/2023,999,4.1.01.06.000004,-36.60668
01/2023,999,4.1.01.07.000001,-0.23114
01/2023,999,4.1.01.07.000002,-0.09503
01/2023,999,4.1.01.07.000003,-15.97865
01/2023,999,4.1.01.07.000004,-51.778
01/2023,999,4.1.01.07.000005,-0.13595
01/2023,999,4.1.01.07.000006,-2.4
01/2023,999,4.1.01.07.000007,-2.49898
01/2023,999,4.1.01.07.000008,0.0
01/2023,999,4.1.01.07.000009,0.0
01/2023,999,4.1.01.07.000010,0.0
01/2023,999,4.1.01.07.000011,0.0
01/2023,999,4.1.01.07.000012,-0.66578
01/2023,999,4.1.01.07.000013,-3.46193
01/2023,999,4.1.01.07.000014,-115.94404
01/2023,999,4.1.01.07.000015,0.0
01/2023,999,4.1.01.07.000016,0.0
01/2023,999,4.1.01.07.000017,-8.5
01/2023,999,4.1.01.07.000018,0.0
01/2023,999,4.1.01.07.000019,0.0
01/2023,999,4.1.01.07.000020,0.0
01/2023,999,4.1.01.08.000001,-10.33
01/2023,999,4.1.01.08.000002,-16.31579
01/2023,999,4.1.01.08.000003,0.0
01/2023,999,4.1.01.08.000004,-568.10325
01/2023,999,4.1.01.08.000005,-6.0984
01/2023,999,4.1.01.09.000004,-9.10666
01/2023,999,4.1.01.10.000001,0.0
01/2023,999,4.1.01.10.000003,0.0
01/2023,999,4.1.01.10.000004,0.0
01/2023,999,4.1.01.10.000005,0.0
01/2023,999,4.1.01.11.000002,-51.7639
01/2023,999,4.1.01.11.000003,0.0
01/2023,999,4.1.01.11.000004,0.0
01/2023,999,4.1.01.11.000007,0.0
01/2023,999,4.1.01.11.000009,-11.2203
01/2023,999,4.1.01.11.000010,0.0
01/2023,999,4.1.01.11.000017,0.0
01/2023,999,4.1.01.11.000019,0.0
01/2023,999,4.1.01.11.000020,0.0
01/2023,999,4.1.01.11.000021,0.0
01/2023,999,4.1.01.11.000025,0.0
01/2023,999,4.1.01.11.000026,0.0
01/2023,999,4.1.01.12.000001,-10.25067
01/2023,999,4.1.01.12.000002,-4.84694
01/2023,999,4.1.01.13.000001,0.0
01/2023,999,4.1.01.13.000002,0.0
01/2023,999,4.1.01.13.000003,0.0
01/2023,999,4.1.01.13.000004,0.0
01/2023,999,4.1.01.13.000005,0.0
01/2023,999,5.1.01.01.000001,-85.16829
01/2023,999,5.1.01.01.000003,0.0
01/2023,999,5.1.01.01.000004,-7.87214
01/2023,999,5.1.01.01.000008,0.0
01/2023,999,5.1.01.01.000012,0.0
01/2023,999,5.1.01.01.000020,0.0
01/2023,999,5.1.01.01.000021,0.0
01/2023,999,5.1.01.01.000022,0.0
01/2023,999,5.1.01.01.000023,-21.51577
01/2023,999,5.1.01.01.000024,0.0
01/2023,999,5.1.01.02.000001,-30.65677
01/2023,999,5.1.01.02.000002,-7.29962
01/2023,999,5.1.01.02.000003,-1.46777
01/2023,999,5.1.01.02.000006,0.0
01/2023,999,5.1.01.02.000007,-3.20766
01/2023,999,5.1.01.02.000020,0.0
01/2023,999,5.1.01.02.000021,0.0
01/2023,999,5.1.01.02.000022,0.0
01/2023,999,5.1.01.03.000001,0.0
01/2023,999,5.1.01.03.000004,-3.27987
01/2023,999,5.1.01.03.000006,0.0
01/2023,999,5.1.01.03.000008,0.0
01/2023,999,5.1.01.03.000009,-15.611
01/2023,999,5.1.01.03.000010,-14.83712
01/2023,999,5.1.01.03.000012,0.0
01/2023,999,5.1.01.03.000013,0.0
01/2023,999,5.1.01.03.000014,0.0
01/2023,999,5.1.01.04.000001,0.0
01/2023,999,5.1.01.04.000002,0.0
01/2023,999,5.1.01.04.000003,0.0
01/2023,999,5.1.01.04.000004,-14.0
01/2023,999,5.1.01.05.000001,-2.62
01/2023,999,5.1.01.05.000002,0.0
01/2023,999,5.1.01.05.000003,0.0
01/2023,999,5.1.01.05.000004,-2.647
01/2023,999,5.1.01.05.000005,-0.01645
01/2023,999,5.1.01.05.000006,0.0
01/2023,999,5.1.01.05.000007,-2.67179
01/2023,999,5.1.01.05.000009,0.0
01/2023,999,5.1.01.06.000001,-1.56486
