MES,ID_EMPRESA,ID_CONTA_CONTABIL,BP_TECWAY
07/2025,999,1.1.02.05.000409,0.0
07/2025,999,1.1.02.05.000412,0.0
07/2025,999,1.1.02.05.000413,0.0
07/2025,999,1.1.02.05.000414,0.0
07/2025,999,1.1.02.05.000415,0.0
07/2025,999,1.1.02.05.000416,0.0
07/2025,999,1.1.02.05.000417,0.0
07/2025,999,1.1.02.05.000418,0.0
07/2025,999,1.1.02.05.000419,0.0
07/2025,999,1.1.02.05.000420,0.0
07/2025,999,1.1.02.05.000421,0.0
07/2025,999,1.1.02.05.000422,1.8
07/2025,999,1.1.02.05.000423,0.0
07/2025,999,1.1.02.05.000428,0.0
07/2025,999,1.1.02.05.000429,0.0
07/2025,999,1.1.02.05.000430,0.0
07/2025,999,1.1.02.05.000435,0.0
07/2025,999,1.1.02.05.000436,0.0
07/2025,999,1.1.02.05.000437,0.0
07/2025,999,1.1.02.05.000438,0.0
07/2025,999,1.1.02.05.000440,0.0
07/2025,999,1.1.02.05.000441,0.0
07/2025,999,1.1.02.05.000442,0.0
07/2025,999,1.1.02.05.000443,0.0
07/2025,999,1.1.02.05.000444,0.0
07/2025,999,1.1.02.05.000445,0.0
07/2025,999,1.1.02.05.000446,0.0
07/2025,999,1.1.02.05.000447,0.0
07/2025,999,1.1.02.05.000448,0.0
07/2025,999,1.1.02.05.000449,0.0
07/2025,999,1.1.02.05.000452,0.0
07/2025,999,1.1.02.05.000453,0.0
07/2025,999,1.1.02.05.000454,0.0
07/2025,999,1.1.02.05.000455,0.0
07/2025,999,1.1.02.05.000456,0.0
07/2025,999,1.1.02.05.000457,0.0
07/2025,999,1.1.02.05.000458,0.0
07/2025,999,1.1.02.05.000459,0.0
07/2025,999,1.1.02.05.000460,0.0
07/2025,999,1.1.02.05.000461,0.0
07/2025,999,1.1.02.05.000462,0.0
07/2025,999,1.1.02.05.000463,0.0
07/2025,999,1.1.02.05.000464,0.0
07/2025,999,1.1.02.05.000465,0.0
07/2025,999,1.1.02.05.000466,0.0
07/2025,999,1.1.02.05.000467,0.0
07/2025,999,1.1.02.05.000468,0.0
07/2025,999,1.1.02.05.000469,0.0
07/2025,999,1.1.02.05.000470,0.0
07/2025,999,1.1.02.05.000471,0.0
07/2025,999,1.1.02.05.000472,0.0
07/2025,999,1.1.02.05.000473,0.0
07/2025,999,1.1.02.05.000474,0.0
07/2025,999,1.1.02.05.000475,0.0
07/2025,999,1.1.02.05.000476,0.0
07/2025,999,1.1.02.05.000477,0.0
07/2025,999,1.1.02.05.000478,0.0
07/2025,999,1.1.02.05.000479,0.0
07/2025,999,1.1.02.05.000480,0.0
07/2025,999,1.1.02.05.000481,0.0
07/2025,999,1.1.02.05.000482,0.0
07/2025,999,1.1.02.05.000483,0.0
07/2025,999,1.1.02.05.000484,0.0
07/2025,999,1.1.02.05.000491,0.0
07/2025,999,1.1.02.05.000492,0.0
07/2025,999,1.1.02.05.000493,0.0
07/2025,999,1.1.02.05.000494,0.0
07/2025,999,1.1.02.05.000495,0.0
07/2025,999,1.1.02.05.000496,0.0
07/2025,999,1.1.02.05.000497,0.0
07/2025,999,1.1.02.05.000498,0.0
07/2025,999,1.1.02.05.000499,0.0
07/2025,999,1.1.02.05.000500,0.0
07/2025,999,1.1.02.05.000501,0.0
07/2025,999,1.1.02.05.000502,0.0
07/2025,999,1.1.02.05.000503,0.0
07/2025,999,1.1.02.05.000504,0.0
07/2025,999,1.1.02.05.000505,0.0
07/2025,999,1.1.02.05.000506,0.0
07/2025,999,1.1.02.05.000507,0.0
07/2025,999,1.1.02.05.000508,0.0
07/2025,999,1.1.02.05.000509,0.0
07/2025,999,1.1.02.05.000510,0.0
07/2025,999,1.1.02.05.000511,0.0
07/2025,999,1.1.02.05.000512,0.0
07/2025,999,1.1.02.05.000513,0.0
07/2025,999,1.1.02.05.000514,0.0
07/2025,999,1.1.02.05.000515,0.0
07/2025,999,1.1.02.05.000516,0.0
07/2025,999,1.1.02.05.000517,0.0
07/2025,999,1.1.02.05.000518,0.0
07/2025,999,1.1.02.05.000519,0.0
07/2025,999,1.1.02.05.000520,0.0
07/2025,999,1.1.02.05.000521,0.0
07/2025,999,1.1.02.05.000522,0.0
07/2025,999,1.1.02.05.000523,0.0
07/2025,999,1.1.02.05.000525,0.0
07/2025,999,1.1.02.05.000529,0.0
07/2025,999,1.1.02.05.000530,0.0
07/2025,999,1.1.02.05.000531,0.0
07/2025,999,1.1.02.05.000532,0.0
07/2025,999,1.1.02.05.000533,0.0
07/2025,999,1.1.02.05.000534,0.0
07/2025,999,1.1.02.05.000535,0.0
07/2025,999,1.1.02.05.000536,0.0
07/2025,999,1.1.02.05.000537,0.0
07/2025,999,1.1.02.05.000538,0.0
07/2025,999,1.1.02.05.000539,0.0
07/2025,999,1.1.02.05.000540,0.0
07/2025,999,1.1.02.05.000541,0.0
07/2025,999,1.1.02.05.000542,0.0
07/2025,999,1.1.02.05.000543,0.0
07/2025,999,1.1.02.05.000544,0.0
07/2025,999,1.1.02.05.000545,0.0
07/2025,999,1.1.02.05.000547,0.0
07/2025,999,1.1.02.05.000551,0.0
07/2025,999,1.1.02.05.000552,0.0
07/2025,999,1.1.02.05.000553,0.0
07/2025,999,1.1.02.05.000554,0.0
07/2025,999,1.1.02.05.000555,0.0
07/2025,999,1.1.02.05.000556,0.0
07/2025,999,1.1.02.05.000557,0.0
07/2025,999,1.1.02.05.000558,0.0
07/2025,999,1.1.02.05.000559,0.0
07/2025,999,1.1.02.05.000560,0.0
07/2025,999,1.1.02.05.000561,0.0
07/2025,999,1.1.02.05.000562,0.0
07/2025,999,1.1.02.05.000563,0.0
07/2025,999,1.1.02.05.000564,0.0
07/2025,999,1.1.02.05.000565,0.0
07/2025,999,1.1.02.05.000566,0.0
07/2025,999,1.1.02.05.000567,0.0
07/2025,999,1.1.02.05.000568,0.0
07/2025,999,1.1.02.05.000569,0.0
07/2025,999,1.1.02.05.000570,0.0
07/2025,999,1.1.02.05.000571,0.0
07/2025,999,1.1.02.05.000572,0.0
07/2025,999,1.1.02.05.000573,0.0
07/2025,999,1.1.02.05.000574,0.0
07/2025,999,1.1.02.05.000575,0.0
07/2025,999,1.1.02.05.000578,0.0
07/2025,999,1.1.02.05.000579,0.0
07/2025,999,1.1.02.05.000580,0.0
07/2025,999,1.1.02.05.000581,0.0
07/2025,999,1.1.02.05.000582,0.0
07/2025,999,1.1.02.05.000583,0.0
07/2025,999,1.1.02.05.000584,0.0
07/2025,999,1.1.02.05.000585,0.0
07/2025,999,1.1.02.05.000586,0.0
07/2025,999,1.1.02.05.000587,0.0
07/2025,999,1.1.02.05.000588,0.0
07/2025,999,1.1.02.05.000589,0.0
07/2025,999,1.1.02.05.000590,0.0
07/2025,999,1.1.02.05.000591,0.0
07/2025,999,1.1.02.05.000592,0.0
07/2025,999,1.1.02.05.000593,0.0
07/2025,999,1.1.02.05.000594,0.0
07/2025,999,1.1.02.06.000001,-2354.0166
07/2025,999,1.1.02.07.000001,10750.74015
07/2025,999,1.1.02.07.000003,0.0
07/2025,999,1.1.02.07.000004,-0.0
07/2025,999,1.1.02.07.000005,0.0
07/2025,999,1.1.02.07.000008,-0.0
07/2025,999,1.1.02.07.000009,0.0
07/2025,999,1.1.02.07.000010,0.0
07/2025,999,1.1.02.08.000002,0.0
07/2025,999,1.1.02.08.000003,0.0
07/2025,999,1.1.02.09.000001,2828.12217
07/2025,999,1.1.02.09.000003,13.2889
07/2025,999,1.1.02.09.000005,10.55761
07/2025,999,1.1.02.09.000007,49.20576
07/2025,999,1.1.02.09.000009,0.0
07/2025,999,1.1.02.10.000001,0.0
07/2025,999,1.1.03.01.000002,0.0
07/2025,999,1.1.03.01.000003,0.0
07/2025,999,1.1.03.01.000005,-0.0
07/2025,999,1.1.03.01.000006,14764.77164
07/2025,999,1.1.03.01.000007,0.0
07/2025,999,1.1.03.01.000008,0.0
07/2025,999,1.1.03.01.000013,5619.9615
07/2025,999,1.1.03.01.000015,0.0
07/2025,999,1.1.03.02.000003,250.18394
07/2025,999,1.1.03.02.000004,0.3955
07/2025,999,1.1.03.02.000007,0.0
07/2025,999,1.1.03.02.000009,590.94142
07/2025,999,1.1.03.02.000013,0.0
07/2025,999,1.1.03.02.000015,0.0
07/2025,999,1.1.03.02.000016,0.0
07/2025,999,1.1.03.03.000001,16473.8384
07/2025,999,1.1.03.03.000002,9395.69453
07/2025,999,1.1.03.03.000006,0.0
07/2025,999,1.1.03.03.000007,0.0
07/2025,999,1.1.03.04.000001,2.37719
07/2025,999,1.1.03.04.000002,147.9569
07/2025,999,1.1.04.01.000002,0.0
07/2025,999,1.1.04.01.000005,20838.91926
07/2025,999,1.2.01.02.000001,0.0
07/2025,999,1.2.01.02.000002,94.83472
07/2025,999,1.2.01.02.000003,0.0
07/2025,999,1.2.01.02.000005,0.0
07/2025,999,1.2.02.01.000010,0.0
07/2025,999,1.2.02.02.000002,7626.36885
07/2025,999,1.2.02.02.000010,0.0
07/2025,999,1.2.02.02.000012,987.77767
07/2025,999,1.2.02.02.000013,700.0
07/2025,999,1.2.02.03.000001,1798.56809
07/2025,999,1.2.02.03.000002,64.62396
07/2025,999,1.2.02.03.000003,399.95343
07/2025,999,1.2.02.03.000004,0.0
07/2025,999,1.2.02.03.000005,251.12643
07/2025,999,1.2.02.03.000007,481.12039
07/2025,999,1.2.02.03.000008,529.6054
07/2025,999,1.2.03.01.000001,0.0
07/2025,999,1.2.03.01.000003,0.0
07/2025,999,1.2.03.01.000005,0.0
07/2025,999,1.2.03.01.000006,34.86976
07/2025,999,1.2.03.01.000007,0.0
07/2025,999,1.2.03.01.000008,0.0
07/2025,999,1.2.03.01.000009,0.0
07/2025,999,1.2.03.01.000010,85.05881
07/2025,999,1.2.03.01.000012,123.48846
07/2025,999,1.2.03.01.000015,174804.92942
07/2025,999,1.2.03.01.000016,925.32809
07/2025,999,1.2.03.01.000017,9417.4
07/2025,999,1.2.03.01.000018,0.0
07/2025,999,1.2.03.01.000019,5889.03542
07/2025,999,1.2.03.01.000020,208.43654
07/2025,999,1.2.03.02.000001,-289.84325
07/2025,999,1.2.03.02.000002,-36.28151
07/2025,999,1.2.03.02.000003,-1444.00136
07/2025,999,1.2.03.02.000004,-178100.90947
07/2025,999,1.2.03.02.000005,-135.92289
07/2025,999,1.2.03.02.000007,-5.54948
07/2025,999,1.2.04.01.000001,429.49434
07/2025,999,1.2.04.02.000001,-108.18163
07/2025,999,2.1.01.01.000004,0.0
07/2025,999,2.1.01.01.000005,0.0
07/2025,999,2.1.01.01.000006,0.0
07/2025,999,2.1.01.01.000007,0.0
07/2025,999,2.1.01.01.000008,-0.0
07/2025,999,2.1.01.01.000896,0.0
07/2025,999,2.1.01.01.000897,0.0
07/2025,999,2.1.01.01.000898,0.0
07/2025,999,2.1.01.01.000899,0.0
07/2025,999,2.1.01.01.000900,0.0
07/2025,999,2.1.01.02.000001,-0.0
07/2025,999,2.1.01.02.000003,0.0
07/2025,999,2.1.01.02.000004,-0.0
07/2025,999,2.1.01.02.000009,0.0
07/2025,999,2.1.01.02.000019,-0.0
07/2025,999,2.1.01.02.000024,0.0
07/2025,999,2.1.01.02.000025,0.0
07/2025,999,2.1.01.02.000027,0.0
07/2025,999,2.1.01.02.000030,0.0
07/2025,999,2.1.01.02.000033,-0.0
07/2025,999,2.1.01.02.000034,0.0
07/2025,999,2.1.01.02.000038,0.0
07/2025,999,2.1.01.02.000043,-0.0
07/2025,999,2.1.01.02.000045,-0.0
07/2025,999,2.1.01.02.000046,0.0
07/2025,999,2.1.01.02.000050,0.0
07/2025,999,2.1.01.02.000051,-0.0
07/2025,999,2.1.01.02.000052,-0.0
07/2025,999,2.1.01.02.000053,0.0
07/2025,999,2.1.01.02.000054,-0.0
07/2025,999,2.1.01.02.000056,0.0
07/2025,999,2.1.01.02.000059,0.0
07/2025,999,2.1.01.02.000062,0.0
07/2025,999,2.1.01.02.000065,0.0
07/2025,999,2.1.01.02.000069,0.0
07/2025,999,2.1.01.02.000070,0.0
07/2025,999,2.1.01.02.000072,0.0
07/2025,999,2.1.01.02.000076,-7.22
07/2025,999,2.1.01.02.000078,0.0
07/2025,999,2.1.01.02.000088,-0.0
07/2025,999,2.1.01.02.000089,0.0
07/2025,999,2.1.01.02.000090,0.0
07/2025,999,2.1.01.02.000091,0.0
07/2025,999,2.1.01.02.000098,-0.0
07/2025,999,2.1.01.02.000102,0.0
07/2025,999,2.1.01.02.000106,0.0
07/2025,999,2.1.01.02.000109,0.0
07/2025,999,2.1.01.02.000111,0.0
07/2025,999,2.1.01.02.000113,0.0
07/2025,999,2.1.01.02.000116,0.0
07/2025,999,2.1.01.02.000122,0.0
07/2025,999,2.1.01.02.000132,0.0
07/2025,999,2.1.01.02.000133,0.0
07/2025,999,2.1.01.02.000137,0.0
07/2025,999,2.1.01.02.000145,-0.0
07/2025,999,2.1.01.02.000147,-0.0
07/2025,999,2.1.01.02.000148,0.0
07/2025,999,2.1.01.02.000149,0.0
07/2025,999,2.1.01.02.000150,0.0
07/2025,999,2.1.01.02.000152,0.0
07/2025,999,2.1.01.02.000154,0.0
07/2025,999,2.1.01.02.000155,0.0
07/2025,999,2.1.01.02.000169,-1.2936
07/2025,999,2.1.01.02.000170,0.0
07/2025,999,2.1.01.02.000173,-0.0
07/2025,999,2.1.01.02.000174,-0.28842
07/2025,999,2.1.01.02.000175,0.0
07/2025,999,2.1.01.02.000180,0.0
07/2025,999,2.1.01.02.000184,0.0
07/2025,999,2.1.01.02.000186,0.0
07/2025,999,2.1.01.02.000188,0.0
07/2025,999,2.1.01.02.000194,0.0
07/2025,999,2.1.01.02.000196,0.0
07/2025,999,2.1.01.02.000198,0.0
07/2025,999,2.1.01.02.000202,0.0
07/2025,999,2.1.01.02.000214,-0.0
07/2025,999,2.1.01.02.000217,-0.0
07/2025,999,2.1.01.02.000222,0.0
07/2025,999,2.1.01.02.000224,0.0
07/2025,999,2.1.01.02.000225,-2.459
07/2025,999,2.1.01.02.000226,-0.0
07/2025,999,2.1.01.02.000228,-0.0
07/2025,999,2.1.01.02.000229,0.0
07/2025,999,2.1.01.02.000231,0.0
07/2025,999,2.1.01.02.000234,-0.0
07/2025,999,2.1.01.02.000246,0.0
07/2025,999,2.1.01.02.000251,-2.52672
07/2025,999,2.1.01.02.000261,0.0
07/2025,999,2.1.01.02.000263,0.0
07/2025,999,2.1.01.02.000265,0.0
07/2025,999,2.1.01.02.000267,-3.71175
07/2025,999,2.1.01.02.000269,-0.0
07/2025,999,2.1.01.02.000274,0.0
07/2025,999,2.1.01.02.000280,0.0
07/2025,999,2.1.01.02.000283,0.0
07/2025,999,2.1.01.02.000289,-624.6211
07/2025,999,2.1.01.02.000293,0.0
07/2025,999,2.1.01.02.000294,0.0
07/2025,999,2.1.01.02.000300,0.0
07/2025,999,2.1.01.02.000307,-0.0
07/2025,999,2.1.01.02.000308,0.0
07/2025,999,2.1.01.02.000311,-0.0
07/2025,999,2.1.01.02.000312,0.0
07/2025,999,2.1.01.02.000313,-0.0
07/2025,999,2.1.01.02.000314,0.0
07/2025,999,2.1.01.02.000316,0.0
07/2025,999,2.1.01.02.000318,-0.0
07/2025,999,2.1.01.02.000320,-4.1775
07/2025,999,2.1.01.02.000322,0.0
07/2025,999,2.1.01.02.000324,0.0
07/2025,999,2.1.01.02.000329,0.0
07/2025,999,2.1.01.02.000331,0.0
07/2025,999,2.1.01.02.000333,0.0
07/2025,999,2.1.01.02.000335,0.0
07/2025,999,2.1.01.02.000338,-0.0
07/2025,999,2.1.01.02.000342,-0.0
07/2025,999,2.1.01.02.000349,0.0
07/2025,999,2.1.01.02.000353,0.0
07/2025,999,2.1.01.02.000355,0.0
07/2025,999,2.1.01.02.000358,0.0
07/2025,999,2.1.01.02.000360,-0.0
07/2025,999,2.1.01.02.000368,0.0
07/2025,999,2.1.01.02.000371,-0.0
07/2025,999,2.1.01.02.000375,0.0
07/2025,999,2.1.01.02.000376,0.0
07/2025,999,2.1.01.02.000378,0.0
07/2025,999,2.1.01.02.000380,0.0
07/2025,999,2.1.01.02.000381,0.0
07/2025,999,2.1.01.02.000382,0.0
07/2025,999,2.1.01.02.000383,-0.0
07/2025,999,2.1.01.02.000386,0.0
07/2025,999,2.1.01.02.000389,0.0
07/2025,999,2.1.01.02.000390,-0.0
07/2025,999,2.1.01.02.000391,0.0
07/2025,999,2.1.01.02.000393,0.0
07/2025,999,2.1.01.02.000396,0.0
07/2025,999,2.1.01.02.000397,0.0
07/2025,999,2.1.01.02.000399,-0.0
07/2025,999,2.1.01.02.000403,-1.20227
07/2025,999,2.1.01.02.000405,0.0
07/2025,999,2.1.01.02.000409,-14.25
07/2025,999,2.1.01.02.000412,0.0
07/2025,999,2.1.01.02.000413,0.0
07/2025,999,2.1.01.02.000416,-0.0
07/2025,999,2.1.01.02.000419,-0.0
07/2025,999,2.1.01.02.000420,0.0
07/2025,999,2.1.01.02.000422,-0.0
07/2025,999,2.1.01.02.000425,0.0
07/2025,999,2.1.01.02.000427,0.0
07/2025,999,2.1.01.02.000429,0.0
07/2025,999,2.1.01.02.000430,-10.20196
07/2025,999,2.1.01.02.000435,0.0
07/2025,999,2.1.01.02.000445,-3.2928
07/2025,999,2.1.01.02.000450,0.0
07/2025,999,2.1.01.02.000451,0.0
07/2025,999,2.1.01.02.000452,-0.0
07/2025,999,2.1.01.02.000455,-0.0
07/2025,999,2.1.01.02.000457,0.0
07/2025,999,2.1.01.02.000460,-0.0
07/2025,999,2.1.01.02.000463,0.0
07/2025,999,2.1.01.02.000465,-0.0
07/2025,999,2.1.01.02.000468,-0.0
07/2025,999,2.1.01.02.000471,-0.0
07/2025,999,2.1.01.02.000473,0.0
07/2025,999,2.1.01.02.000474,0.0
07/2025,999,2.1.01.02.000480,-0.0
07/2025,999,2.1.01.02.000481,-0.0
07/2025,999,2.1.01.02.000492,0.0
07/2025,999,2.1.01.02.000499,-0.0
07/2025,999,2.1.01.02.000504,-0.0
07/2025,999,2.1.01.02.000513,-0.0
07/2025,999,2.1.01.02.000515,-0.0
07/2025,999,2.1.01.02.000518,0.0
07/2025,999,2.1.01.02.000540,0.0
07/2025,999,2.1.01.02.000544,0.0
07/2025,999,2.1.01.02.000553,0.0
07/2025,999,2.1.01.02.000554,0.0
07/2025,999,2.1.01.02.000555,0.0
07/2025,999,2.1.01.02.000556,0.0
07/2025,999,2.1.01.02.000557,0.0
07/2025,999,2.1.01.02.000561,-0.0
07/2025,999,2.1.01.02.000563,-144.93313
07/2025,999,2.1.01.02.000565,-0.0
07/2025,999,2.1.01.02.000567,0.0
07/2025,999,2.1.01.02.000571,0.0
07/2025,999,2.1.01.02.000574,-0.0
07/2025,999,2.1.01.02.000575,0.0
07/2025,999,2.1.01.02.000578,0.0
07/2025,999,2.1.01.02.000580,-5.5634
07/2025,999,2.1.01.02.000583,0.0
07/2025,999,2.1.01.02.000584,-0.0
07/2025,999,2.1.01.02.000592,0.0
07/2025,999,2.1.01.02.000593,0.0
07/2025,999,2.1.01.02.000596,0.0
07/2025,999,2.1.01.02.000601,0.0
07/2025,999,2.1.01.02.000605,-0.0
07/2025,999,2.1.01.02.000606,0.0
07/2025,999,2.1.01.02.000607,0.0
07/2025,999,2.1.01.02.000610,0.0
07/2025,999,2.1.01.02.000613,-0.0
07/2025,999,2.1.01.02.000630,-0.0
07/2025,999,2.1.01.02.000642,0.0
07/2025,999,2.1.01.02.000643,0.0
07/2025,999,2.1.01.02.000644,-0.0
07/2025,999,2.1.01.02.000646,0.0
07/2025,999,2.1.01.02.000648,0.00043
07/2025,999,2.1.01.02.000649,-0.0
07/2025,999,2.1.01.02.000651,0.0
07/2025,999,2.1.01.02.000653,-0.0
07/2025,999,2.1.01.02.000663,0.0
07/2025,999,2.1.01.02.000664,0.0
07/2025,999,2.1.01.02.000666,0.0
07/2025,999,2.1.01.02.000672,0.0
07/2025,999,2.1.01.02.000675,0.0
07/2025,999,2.1.01.02.000683,0.0
07/2025,999,2.1.01.02.000684,0.0
07/2025,999,2.1.01.02.000690,-6.485
07/2025,999,2.1.01.02.000693,-0.0
07/2025,999,2.1.01.02.000697,0.0
07/2025,999,2.1.01.02.000706,-0.0
07/2025,999,2.1.01.02.000707,0.0
07/2025,999,2.1.01.02.000708,0.0
07/2025,999,2.1.01.02.000710,-0.0
07/2025,999,2.1.01.02.000715,0.0
07/2025,999,2.1.01.02.000719,0.0
07/2025,999,2.1.01.02.000725,0.0
07/2025,999,2.1.01.02.000727,0.0
07/2025,999,2.1.01.02.000729,-0.0
07/2025,999,2.1.01.02.000730,0.0
07/2025,999,2.1.01.02.000734,-0.0
07/2025,999,2.1.01.02.000735,0.0
07/2025,999,2.1.01.02.000736,-0.0
07/2025,999,2.1.01.02.000738,0.0
07/2025,999,2.1.01.02.000740,0.0
07/2025,999,2.1.01.02.000746,0.0
07/2025,999,2.1.01.02.000747,0.0
07/2025,999,2.1.01.02.000748,0.0
07/2025,999,2.1.01.02.000750,0.0
07/2025,999,2.1.01.02.000751,0.0
07/2025,999,2.1.01.02.000752,-0.0
07/2025,999,2.1.01.02.000753,-0.0
07/2025,999,2.1.01.02.000761,0.0
07/2025,999,2.1.01.02.000762,0.0
07/2025,999,2.1.01.02.000765,0.0
07/2025,999,2.1.01.02.000768,-0.0
07/2025,999,2.1.01.02.000769,0.0
07/2025,999,2.1.01.02.000773,-28.011
07/2025,999,2.1.01.02.000776,-0.0
07/2025,999,2.1.01.02.000777,0.0
07/2025,999,2.1.01.02.000778,0.0
07/2025,999,2.1.01.02.000780,0.0
07/2025,999,2.1.01.02.000782,0.0
07/2025,999,2.1.01.02.000783,0.0
07/2025,999,2.1.01.02.000786,0.0
07/2025,999,2.1.01.02.000789,0.0
07/2025,999,2.1.01.02.000790,0.0
07/2025,999,2.1.01.02.000792,0.0
07/2025,999,2.1.01.02.000793,0.0
07/2025,999,2.1.01.02.000794,0.0
07/2025,999,2.1.01.02.000797,0.0
07/2025,999,2.1.01.02.000799,0.0
07/2025,999,2.1.01.02.000803,-0.0
07/2025,999,2.1.01.02.000806,-0.0
07/2025,999,2.1.01.02.000808,0.0
07/2025,999,2.1.01.02.000809,0.0
07/2025,999,2.1.01.02.000812,0.0
07/2025,999,2.1.01.02.000813,-0.0
07/2025,999,2.1.01.02.000814,0.0
07/2025,999,2.1.01.02.000817,0.0
07/2025,999,2.1.01.02.000824,-5.85139
07/2025,999,2.1.01.02.000825,-4.42777
07/2025,999,2.1.01.02.000826,0.0
07/2025,999,2.1.01.02.000827,0.0
07/2025,999,2.1.01.02.000829,0.0
07/2025,999,2.1.01.02.000833,0.0
07/2025,999,2.1.01.02.000834,-0.0
07/2025,999,2.1.01.02.000840,0.0
07/2025,999,2.1.01.02.000842,0.0
07/2025,999,2.1.01.02.000843,0.0
07/2025,999,2.1.01.02.000845,0.0
07/2025,999,2.1.01.02.000846,0.0
07/2025,999,2.1.01.02.000848,-0.0
07/2025,999,2.1.01.02.000849,0.0
07/2025,999,2.1.01.02.000850,0.0
07/2025,999,2.1.01.02.000857,-0.0
07/2025,999,2.1.01.02.000863,0.0
07/2025,999,2.1.01.02.000867,0.0
07/2025,999,2.1.01.02.000869,-0.0
07/2025,999,2.1.01.02.000870,-0.0
07/2025,999,2.1.01.02.000872,0.0
07/2025,999,2.1.01.02.000873,-13.0
07/2025,999,2.1.01.02.000874,0.0
07/2025,999,2.1.01.02.000875,0.0
07/2025,999,2.1.01.02.000876,0.0
07/2025,999,2.1.01.02.000878,0.0
07/2025,999,2.1.01.02.000879,0.0
07/2025,999,2.1.01.02.000882,-0.0
07/2025,999,2.1.01.02.000884,0.0
07/2025,999,2.1.01.02.000885,0.0
07/2025,999,2.1.01.02.000886,0.0
07/2025,999,2.1.01.02.000887,0.0
07/2025,999,2.1.01.02.000888,0.0
07/2025,999,2.1.01.02.000889,0.0
07/2025,999,2.1.01.02.000890,0.0
07/2025,999,2.1.01.02.000892,-0.0
07/2025,999,2.1.01.02.000893,0.0
07/2025,999,2.1.01.02.000894,-0.29518
07/2025,999,2.1.01.02.000895,0.0
07/2025,999,2.1.01.02.000896,0.0
07/2025,999,2.1.01.02.000897,0.0
07/2025,999,2.1.01.02.000898,0.0
07/2025,999,2.1.01.02.000899,0.0
07/2025,999,2.1.01.02.000900,-3.91
07/2025,999,2.1.01.02.000901,0.0
07/2025,999,2.1.01.02.000902,-0.5858
07/2025,999,2.1.01.02.000903,-0.0
07/2025,999,2.1.01.02.000904,-0.0
07/2025,999,2.1.01.02.000905,0.0
07/2025,999,2.1.01.02.000906,-0.0
07/2025,999,2.1.01.02.000907,-0.0
07/2025,999,2.1.01.02.000908,0.0
07/2025,999,2.1.01.02.000910,0.0
07/2025,999,2.1.01.02.000911,0.0
07/2025,999,2.1.01.02.000920,-0.0
07/2025,999,2.1.01.02.000921,0.0
07/2025,999,2.1.01.02.000922,0.0
07/2025,999,2.1.01.02.000923,0.0
07/2025,999,2.1.01.02.000924,0.0
07/2025,999,2.1.01.02.000925,0.0
07/2025,999,2.1.01.02.000927,0.0
07/2025,999,2.1.01.02.000928,-0.0
07/2025,999,2.1.01.02.000929,0.0
07/2025,999,2.1.01.02.000930,-0.0
07/2025,999,2.1.01.02.000931,-0.0
07/2025,999,2.1.01.02.000933,0.0
07/2025,999,2.1.01.02.000934,0.0
07/2025,999,2.1.01.02.000935,-0.0
07/2025,999,2.1.01.02.000936,0.0
07/2025,999,2.1.01.02.000938,-3.0
07/2025,999,2.1.01.02.000939,0.0
07/2025,999,2.1.01.02.000940,0.0
07/2025,999,2.1.01.02.000942,0.0
07/2025,999,2.1.01.02.000944,-0.0
07/2025,999,2.1.01.02.000946,0.0
07/2025,999,2.1.01.02.000947,0.0
07/2025,999,2.1.01.02.000948,0.0
07/2025,999,2.1.01.02.000949,0.0
07/2025,999,2.1.01.02.000950,0.0
07/2025,999,2.1.01.02.000953,0.0
07/2025,999,2.1.01.02.000955,-0.0
07/2025,999,2.1.01.02.000956,0.0
07/2025,999,2.1.01.02.000957,0.0
07/2025,999,2.1.01.02.000958,-0.0
07/2025,999,2.1.01.02.000960,0.0
07/2025,999,2.1.01.02.000961,0.0
07/2025,999,2.1.01.02.000962,0.0
07/2025,999,2.1.01.02.000963,0.0
07/2025,999,2.1.01.02.000964,0.0
07/2025,999,2.1.01.02.000966,-0.0
07/2025,999,2.1.01.02.000967,0.0
07/2025,999,2.1.01.02.000968,0.0
07/2025,999,2.1.01.02.000970,0.0
07/2025,999,2.1.01.02.000972,0.0
07/2025,999,2.1.01.02.000973,0.0
07/2025,999,2.1.01.02.000974,0.0
07/2025,999,2.1.01.02.000975,0.0
07/2025,999,2.1.01.02.000976,0.0
07/2025,999,2.1.01.02.000977,0.0
07/2025,999,2.1.01.02.000978,0.0
07/2025,999,2.1.01.02.000979,0.0
07/2025,999,2.1.01.02.000980,0.0
07/2025,999,2.1.01.02.000981,0.0
07/2025,999,2.1.01.02.000982,0.0
07/2025,999,2.1.01.02.000984,0.0
07/2025,999,2.1.01.02.000986,0.0
07/2025,999,2.1.01.02.000987,0.0
07/2025,999,2.1.01.02.000988,0.0
07/2025,999,2.1.01.02.000989,0.0
07/2025,999,2.1.01.02.000993,0.0
07/2025,999,2.1.01.02.000994,0.0
07/2025,999,2.1.01.02.000996,0.0
07/2025,999,2.1.01.02.000997,-0.0
07/2025,999,2.1.01.02.000998,0.0
07/2025,999,2.1.01.02.000999,0.0
07/2025,999,2.1.01.02.001000,0.0
07/2025,999,2.1.01.02.001002,-0.0
07/2025,999,2.1.01.02.001003,0.0
07/2025,999,2.1.01.02.001004,0.0
07/2025,999,2.1.01.02.001005,0.0
07/2025,999,2.1.01.02.001006,0.0
