MES,ID_EMPRESA,ID_CONTA_CONTABIL,BP_TECWAY
04/2025,999,1.1.02.01.000086,0.0
04/2025,999,1.1.02.01.000097,105.0
04/2025,999,1.1.02.01.000099,23.20749
04/2025,999,1.1.02.01.000100,0.0
04/2025,999,1.1.02.01.000101,0.0
04/2025,999,1.1.02.01.000102,0.0
04/2025,999,1.1.02.01.000103,0.0
04/2025,999,1.1.02.02.000001,0.0
04/2025,999,1.1.02.02.000005,36.24555
04/2025,999,1.1.02.02.000006,0.0
04/2025,999,1.1.02.02.000008,0.0
04/2025,999,1.1.02.02.000009,-0.0
04/2025,999,1.1.02.02.000010,0.0
04/2025,999,1.1.02.02.000011,0.0
04/2025,999,1.1.02.02.000012,0.0
04/2025,999,1.1.02.02.000013,84.85144
04/2025,999,1.1.02.02.000014,0.0
04/2025,999,1.1.02.02.000015,0.0
04/2025,999,1.1.02.02.000016,0.0
04/2025,999,1.1.02.02.000017,-0.0
04/2025,999,1.1.02.02.000018,0.0
04/2025,999,1.1.02.02.000019,57.00875
04/2025,999,1.1.02.02.000020,0.0
04/2025,999,1.1.02.02.000021,0.0
04/2025,999,1.1.02.02.000022,0.0
04/2025,999,1.1.02.02.000023,0.0
04/2025,999,1.1.02.02.000024,140.4936
04/2025,999,1.1.02.02.000026,17.1912
04/2025,999,1.1.02.02.000028,0.0
04/2025,999,1.1.02.02.000029,248.46553
04/2025,999,1.1.02.02.000030,2.60174
04/2025,999,1.1.02.02.000031,0.0
04/2025,999,1.1.02.02.000032,0.0
04/2025,999,1.1.02.02.000033,0.0
04/2025,999,1.1.02.02.000034,0.0
04/2025,999,1.1.02.02.000035,0.0
04/2025,999,1.1.02.02.000036,0.0
04/2025,999,1.1.02.02.000037,0.0
04/2025,999,1.1.02.02.000038,0.0
04/2025,999,1.1.02.02.000039,0.0
04/2025,999,1.1.02.02.000040,0.0
04/2025,999,1.1.02.04.000033,0.0
04/2025,999,1.1.02.05.000001,0.0
04/2025,999,1.1.02.05.000002,0.0
04/2025,999,1.1.02.05.000003,0.0
04/2025,999,1.1.02.05.000004,0.0
04/2025,999,1.1.02.05.000005,0.0
04/2025,999,1.1.02.05.000006,0.0
04/2025,999,1.1.02.05.000007,0.0
04/2025,999,1.1.02.05.000008,0.0
04/2025,999,1.1.02.05.000009,0.0
04/2025,999,1.1.02.05.000010,0.0
04/2025,999,1.1.02.05.000015,0.0
04/2025,999,1.1.02.05.000016,0.0
04/2025,999,1.1.02.05.000019,10.0
04/2025,999,1.1.02.05.000021,0.0
04/2025,999,1.1.02.05.000023,0.0
04/2025,999,1.1.02.05.000024,0.0
04/2025,999,1.1.02.05.000026,0.0
04/2025,999,1.1.02.05.000029,0.0
04/2025,999,1.1.02.05.000031,0.0
04/2025,999,1.1.02.05.000036,0.0
04/2025,999,1.1.02.05.000037,0.0
04/2025,999,1.1.02.05.000038,0.0
04/2025,999,1.1.02.05.000039,0.0
04/2025,999,1.1.02.05.000042,0.0
04/2025,999,1.1.02.05.000043,0.0
04/2025,999,1.1.02.05.000044,0.0
04/2025,999,1.1.02.05.000045,0.0
04/2025,999,1.1.02.05.000046,0.0
04/2025,999,1.1.02.05.000047,0.0
04/2025,999,1.1.02.05.000048,0.0
04/2025,999,1.1.02.05.000050,0.0
04/2025,999,1.1.02.05.000051,0.0
04/2025,999,1.1.02.05.000052,0.0
04/2025,999,1.1.02.05.000054,0.0
04/2025,999,1.1.02.05.000055,0.0
04/2025,999,1.1.02.05.000056,0.0
04/2025,999,1.1.02.05.000058,0.0
04/2025,999,1.1.02.05.000060,0.0
04/2025,999,1.1.02.05.000064,45.0
04/2025,999,1.1.02.05.000065,0.0
04/2025,999,1.1.02.05.000067,0.0
04/2025,999,1.1.02.05.000069,0.0
04/2025,999,1.1.02.05.000070,0.0
04/2025,999,1.1.02.05.000071,7.5
04/2025,999,1.1.02.05.000072,0.0
04/2025,999,1.1.02.05.000073,4.0
04/2025,999,1.1.02.05.000075,18.0
04/2025,999,1.1.02.05.000077,0.0
04/2025,999,1.1.02.05.000078,0.0
04/2025,999,1.1.02.05.000079,43.0
04/2025,999,1.1.02.05.000082,0.0
04/2025,999,1.1.02.05.000085,0.0
04/2025,999,1.1.02.05.000089,0.0
04/2025,999,1.1.02.05.000090,0.0
04/2025,999,1.1.02.05.000091,0.0
04/2025,999,1.1.02.05.000092,70.0
04/2025,999,1.1.02.05.000093,0.0
04/2025,999,1.1.02.05.000094,0.0
04/2025,999,1.1.02.05.000095,0.0
04/2025,999,1.1.02.05.000096,0.0
04/2025,999,1.1.02.05.000099,-0.0
04/2025,999,1.1.02.05.000100,0.0
04/2025,999,1.1.02.05.000101,0.0
04/2025,999,1.1.02.05.000102,0.0
04/2025,999,1.1.02.05.000103,0.0
04/2025,999,1.1.02.05.000104,0.0
04/2025,999,1.1.02.05.000105,0.0
04/2025,999,1.1.02.05.000106,0.0
04/2025,999,1.1.02.05.000108,0.0
04/2025,999,1.1.02.05.000109,0.0
04/2025,999,1.1.02.05.000110,0.0
04/2025,999,1.1.02.05.000111,0.0
04/2025,999,1.1.02.05.000112,0.0
04/2025,999,1.1.02.05.000114,0.0
04/2025,999,1.1.02.05.000115,0.0
04/2025,999,1.1.02.05.000116,0.0
04/2025,999,1.1.02.05.000118,0.0
04/2025,999,1.1.02.05.000119,0.0
04/2025,999,1.1.02.05.000120,0.0
04/2025,999,1.1.02.05.000121,0.0
04/2025,999,1.1.02.05.000122,0.0
04/2025,999,1.1.02.05.000124,0.0
04/2025,999,1.1.02.05.000125,0.0
04/2025,999,1.1.02.05.000126,0.0
04/2025,999,1.1.02.05.000127,0.0
04/2025,999,1.1.02.05.000128,0.0
04/2025,999,1.1.02.05.000129,0.0
04/2025,999,1.1.02.05.000130,97.0
04/2025,999,1.1.02.05.000131,0.0
04/2025,999,1.1.02.05.000132,0.0
04/2025,999,1.1.02.05.000133,0.0
04/2025,999,1.1.02.05.000134,0.0
04/2025,999,1.1.02.05.000135,0.0
04/2025,999,1.1.02.05.000136,0.0
04/2025,999,1.1.02.05.000137,0.0
04/2025,999,1.1.02.05.000138,0.0
04/2025,999,1.1.02.05.000140,0.0
04/2025,999,1.1.02.05.000141,0.0
04/2025,999,1.1.02.05.000151,330.0
04/2025,999,1.1.02.05.000152,0.0
04/2025,999,1.1.02.05.000154,0.0
04/2025,999,1.1.02.05.000155,0.0
04/2025,999,1.1.02.05.000156,0.0
04/2025,999,1.1.02.05.000157,0.0
04/2025,999,1.1.02.05.000158,0.0
04/2025,999,1.1.02.05.000159,0.0
04/2025,999,1.1.02.05.000160,0.0
04/2025,999,1.1.02.05.000161,0.0
04/2025,999,1.1.02.05.000162,0.0
04/2025,999,1.1.02.05.000163,0.0
04/2025,999,1.1.02.05.000164,0.0
04/2025,999,1.1.02.05.000165,0.0
04/2025,999,1.1.02.05.000166,0.0
04/2025,999,1.1.02.05.000167,0.0
04/2025,999,1.1.02.05.000168,0.0
04/2025,999,1.1.02.05.000171,0.0
04/2025,999,1.1.02.05.000172,0.0
04/2025,999,1.1.02.05.000178,0.0
04/2025,999,1.1.02.05.000179,0.0
04/2025,999,1.1.02.05.000180,0.0
04/2025,999,1.1.02.05.000181,0.0
04/2025,999,1.1.02.05.000182,0.0
04/2025,999,1.1.02.05.000183,0.0
04/2025,999,1.1.02.05.000184,0.0
04/2025,999,1.1.02.05.000185,0.0
04/2025,999,1.1.02.05.000186,8.0
04/2025,999,1.1.02.05.000187,0.0
04/2025,999,1.1.02.05.000189,0.0
04/2025,999,1.1.02.05.000191,0.0
04/2025,999,1.1.02.05.000192,0.0
04/2025,999,1.1.02.05.000196,0.0
04/2025,999,1.1.02.05.000197,0.0
04/2025,999,1.1.02.05.000198,0.0
04/2025,999,1.1.02.05.000199,0.0
04/2025,999,1.1.02.05.000200,0.0
04/2025,999,1.1.02.05.000201,0.0
04/2025,999,1.1.02.05.000202,0.0
04/2025,999,1.1.02.05.000203,0.0
04/2025,999,1.1.02.05.000204,0.0
04/2025,999,1.1.02.05.000206,0.0
04/2025,999,1.1.02.05.000207,0.0
04/2025,999,1.1.02.05.000208,0.0
04/2025,999,1.1.02.05.000209,-0.0
04/2025,999,1.1.02.05.000210,0.0
04/2025,999,1.1.02.05.000211,0.0
04/2025,999,1.1.02.05.000212,0.0
04/2025,999,1.1.02.05.000213,0.0
04/2025,999,1.1.02.05.000214,0.0
04/2025,999,1.1.02.05.000215,0.0
04/2025,999,1.1.02.05.000218,0.0
04/2025,999,1.1.02.05.000219,0.0
04/2025,999,1.1.02.05.000220,0.0
04/2025,999,1.1.02.05.000221,0.0
04/2025,999,1.1.02.05.000224,0.0
04/2025,999,1.1.02.05.000225,0.0
04/2025,999,1.1.02.05.000226,0.0
04/2025,999,1.1.02.05.000227,0.0
04/2025,999,1.1.02.05.000228,0.0
04/2025,999,1.1.02.05.000229,0.0
04/2025,999,1.1.02.05.000230,0.0
04/2025,999,1.1.02.05.000234,0.0
04/2025,999,1.1.02.05.000235,0.0
04/2025,999,1.1.02.05.000236,0.0
04/2025,999,1.1.02.05.000237,0.0
04/2025,999,1.1.02.05.000238,0.0
04/2025,999,1.1.02.05.000239,0.0
04/2025,999,1.1.02.05.000240,0.0
04/2025,999,1.1.02.05.000241,0.0
04/2025,999,1.1.02.05.000242,0.0
04/2025,999,1.1.02.05.000243,0.0
04/2025,999,1.1.02.05.000244,0.0
04/2025,999,1.1.02.05.000247,0.0
04/2025,999,1.1.02.05.000248,0.0
04/2025,999,1.1.02.05.000249,0.0
04/2025,999,1.1.02.05.000250,0.0
04/2025,999,1.1.02.05.000251,0.0
04/2025,999,1.1.02.05.000301,0.0
04/2025,999,1.1.02.05.000302,0.0
04/2025,999,1.1.02.05.000303,0.0
04/2025,999,1.1.02.05.000312,0.0
04/2025,999,1.1.02.05.000313,0.0
04/2025,999,1.1.02.05.000315,0.0
04/2025,999,1.1.02.05.000316,0.0
04/2025,999,1.1.02.05.000317,0.0
04/2025,999,1.1.02.05.000318,0.0
04/2025,999,1.1.02.05.000321,0.0
04/2025,999,1.1.02.05.000322,0.0
04/2025,999,1.1.02.05.000323,0.0
04/2025,999,1.1.02.05.000324,0.0
04/2025,999,1.1.02.05.000325,18.0
04/2025,999,1.1.02.05.000326,0.0
04/2025,999,1.1.02.05.000327,15.0
04/2025,999,1.1.02.05.000328,0.0
04/2025,999,1.1.02.05.000330,0.0
04/2025,999,1.1.02.05.000331,0.0
04/2025,999,1.1.02.05.000332,0.0
04/2025,999,1.1.02.05.000333,0.0
04/2025,999,1.1.02.05.000334,0.0
04/2025,999,1.1.02.05.000338,0.0
04/2025,999,1.1.02.05.000339,0.0
04/2025,999,1.1.02.05.000340,0.0
04/2025,999,1.1.02.05.000341,160.0
04/2025,999,1.1.02.05.000342,0.0
04/2025,999,1.1.02.05.000344,0.0
04/2025,999,1.1.02.05.000345,0.0
04/2025,999,1.1.02.05.000347,0.0
04/2025,999,1.1.02.05.000348,0.0
04/2025,999,1.1.02.05.000354,0.0
04/2025,999,1.1.02.05.000356,0.0
04/2025,999,1.1.02.05.000357,0.0
04/2025,999,1.1.02.05.000358,0.0
04/2025,999,1.1.02.05.000359,0.0
04/2025,999,1.1.02.05.000360,287.014
04/2025,999,1.1.02.05.000362,0.0
04/2025,999,1.1.02.05.000363,0.0
04/2025,999,1.1.02.05.000364,0.0
04/2025,999,1.1.02.05.000366,0.0
04/2025,999,1.1.02.05.000367,0.0
04/2025,999,1.1.02.05.000368,0.0
04/2025,999,1.1.02.05.000369,0.0
04/2025,999,1.1.02.05.000371,31.50109
04/2025,999,1.1.02.05.000373,0.0
04/2025,999,1.1.02.05.000374,0.0
04/2025,999,1.1.02.05.000375,0.0
04/2025,999,1.1.02.05.000376,0.0
04/2025,999,1.1.02.05.000377,0.0
04/2025,999,1.1.02.05.000378,0.0
04/2025,999,1.1.02.05.000379,0.0
04/2025,999,1.1.02.05.000380,0.0
04/2025,999,1.1.02.05.000381,0.0
04/2025,999,1.1.02.05.000383,0.0
04/2025,999,1.1.02.05.000385,0.0
04/2025,999,1.1.02.05.000386,0.0
04/2025,999,1.1.02.05.000387,0.0
04/2025,999,1.1.02.05.000388,0.0
04/2025,999,1.1.02.05.000389,0.0
04/2025,999,1.1.02.05.000390,0.0
04/2025,999,1.1.02.05.000391,0.0
04/2025,999,1.1.02.05.000392,0.0
04/2025,999,1.1.02.05.000393,0.0
04/2025,999,1.1.02.05.000394,0.0
04/2025,999,1.1.02.05.000395,0.0
04/2025,999,1.1.02.05.000396,0.0
04/2025,999,1.1.02.05.000397,0.0
04/2025,999,1.1.02.05.000398,0.0
04/2025,999,1.1.02.05.000399,0.0
04/2025,999,1.1.02.05.000400,0.0
04/2025,999,1.1.02.05.000402,0.0
04/2025,999,1.1.02.05.000406,0.0
04/2025,999,1.1.02.05.000407,0.0
04/2025,999,1.1.02.05.000408,0.0
04/2025,999,1.1.02.05.000409,0.0
04/2025,999,1.1.02.05.000412,0.0
04/2025,999,1.1.02.05.000413,0.0
04/2025,999,1.1.02.05.000414,0.0
04/2025,999,1.1.02.05.000415,5.0
04/2025,999,1.1.02.05.000416,0.0
04/2025,999,1.1.02.05.000417,0.0
04/2025,999,1.1.02.05.000418,0.0
04/2025,999,1.1.02.05.000419,0.0
04/2025,999,1.1.02.05.000420,0.0
04/2025,999,1.1.02.05.000421,0.0
04/2025,999,1.1.02.05.000422,0.0
04/2025,999,1.1.02.05.000423,0.0
04/2025,999,1.1.02.05.000428,0.0
04/2025,999,1.1.02.05.000429,0.0
04/2025,999,1.1.02.05.000430,0.0
04/2025,999,1.1.02.05.000435,0.0
04/2025,999,1.1.02.05.000436,0.0
04/2025,999,1.1.02.05.000437,0.0
04/2025,999,1.1.02.05.000438,0.0
04/2025,999,1.1.02.05.000440,0.0
04/2025,999,1.1.02.05.000441,0.0
04/2025,999,1.1.02.05.000442,0.0
04/2025,999,1.1.02.05.000443,0.0
04/2025,999,1.1.02.05.000444,0.0
04/2025,999,1.1.02.05.000445,0.0
04/2025,999,1.1.02.05.000446,0.0
04/2025,999,1.1.02.05.000447,0.0
04/2025,999,1.1.02.05.000448,0.0
04/2025,999,1.1.02.05.000449,0.0
04/2025,999,1.1.02.05.000452,0.0
04/2025,999,1.1.02.05.000453,0.0
04/2025,999,1.1.02.05.000454,0.0
04/2025,999,1.1.02.05.000455,0.0
04/2025,999,1.1.02.05.000456,0.0
04/2025,999,1.1.02.05.000457,0.0
04/2025,999,1.1.02.05.000458,0.0
04/2025,999,1.1.02.05.000459,0.0
04/2025,999,1.1.02.05.000460,0.0
04/2025,999,1.1.02.05.000461,0.0
04/2025,999,1.1.02.05.000462,0.0
04/2025,999,1.1.02.05.000463,0.0
04/2025,999,1.1.02.05.000464,0.0
04/2025,999,1.1.02.05.000465,0.0
04/2025,999,1.1.02.05.000466,0.0
04/2025,999,1.1.02.05.000467,0.0
04/2025,999,1.1.02.05.000468,0.0
04/2025,999,1.1.02.05.000469,0.0
04/2025,999,1.1.02.05.000470,0.0
04/2025,999,1.1.02.05.000471,0.0
04/2025,999,1.1.02.05.000472,0.0
04/2025,999,1.1.02.05.000473,0.0
04/2025,999,1.1.02.05.000474,0.0
04/2025,999,1.1.02.05.000475,0.0
04/2025,999,1.1.02.05.000476,0.0
04/2025,999,1.1.02.05.000477,0.0
04/2025,999,1.1.02.05.000478,0.0
04/2025,999,1.1.02.05.000479,0.0
04/2025,999,1.1.02.05.000480,0.0
04/2025,999,1.1.02.05.000481,0.0
04/2025,999,1.1.02.05.000482,0.0
04/2025,999,1.1.02.05.000483,0.0
04/2025,999,1.1.02.05.000484,0.0
04/2025,999,1.1.02.05.000491,0.0
04/2025,999,1.1.02.05.000492,0.0
04/2025,999,1.1.02.05.000493,0.0
04/2025,999,1.1.02.05.000494,0.0
04/2025,999,1.1.02.05.000495,0.0
04/2025,999,1.1.02.05.000496,0.0
04/2025,999,1.1.02.05.000497,0.0
04/2025,999,1.1.02.05.000498,0.0
04/2025,999,1.1.02.05.000499,0.0
04/2025,999,1.1.02.05.000500,0.0
04/2025,999,1.1.02.05.000501,0.0
04/2025,999,1.1.02.05.000502,0.0
04/2025,999,1.1.02.05.000503,0.0
04/2025,999,1.1.02.05.000504,0.0
04/2025,999,1.1.02.05.000505,0.0
04/2025,999,1.1.02.05.000506,0.0
04/2025,999,1.1.02.05.000507,0.0
04/2025,999,1.1.02.05.000508,0.0
04/2025,999,1.1.02.05.000509,0.0
04/2025,999,1.1.02.05.000510,0.0
04/2025,999,1.1.02.05.000511,0.0
04/2025,999,1.1.02.05.000512,0.0
04/2025,999,1.1.02.05.000513,0.0
04/2025,999,1.1.02.05.000514,0.0
04/2025,999,1.1.02.05.000515,0.0
04/2025,999,1.1.02.05.000516,0.0
04/2025,999,1.1.02.05.000517,0.0
04/2025,999,1.1.02.05.000518,0.0
04/2025,999,1.1.02.05.000519,0.0
04/2025,999,1.1.02.05.000520,0.0
04/2025,999,1.1.02.05.000521,0.0
04/2025,999,1.1.02.05.000522,0.0
04/2025,999,1.1.02.05.000523,0.0
04/2025,999,1.1.02.05.000525,0.0
04/2025,999,1.1.02.05.000529,0.0
04/2025,999,1.1.02.05.000530,0.0
04/2025,999,1.1.02.05.000531,0.0
04/2025,999,1.1.02.05.000532,0.0
04/2025,999,1.1.02.05.000533,0.0
04/2025,999,1.1.02.05.000534,0.0
04/2025,999,1.1.02.05.000535,0.0
04/2025,999,1.1.02.05.000536,0.0
04/2025,999,1.1.02.05.000537,0.0
04/2025,999,1.1.02.05.000538,0.0
04/2025,999,1.1.02.05.000539,0.0
04/2025,999,1.1.02.05.000540,0.0
04/2025,999,1.1.02.05.000541,0.0
04/2025,999,1.1.02.05.000542,0.0
04/2025,999,1.1.02.05.000543,0.0
04/2025,999,1.1.02.05.000544,0.0
04/2025,999,1.1.02.05.000545,0.0
04/2025,999,1.1.02.05.000547,0.0
04/2025,999,1.1.02.05.000551,0.0
04/2025,999,1.1.02.05.000552,0.0
04/2025,999,1.1.02.05.000553,0.0
04/2025,999,1.1.02.05.000554,0.0
04/2025,999,1.1.02.05.000555,0.0
04/2025,999,1.1.02.05.000556,0.0
04/2025,999,1.1.02.05.000557,0.0
04/2025,999,1.1.02.05.000558,0.0
04/2025,999,1.1.02.05.000559,0.0
04/2025,999,1.1.02.05.000560,0.0
04/2025,999,1.1.02.05.000561,0.0
04/2025,999,1.1.02.05.000562,0.0
04/2025,999,1.1.02.05.000563,0.0
04/2025,999,1.1.02.05.000564,0.0
04/2025,999,1.1.02.05.000565,0.0
04/2025,999,1.1.02.05.000566,0.0
04/2025,999,1.1.02.05.000567,0.0
04/2025,999,1.1.02.05.000568,0.0
04/2025,999,1.1.02.05.000569,0.0
04/2025,999,1.1.02.05.000570,0.0
04/2025,999,1.1.02.05.000571,0.0
04/2025,999,1.1.02.05.000572,0.0
04/2025,999,1.1.02.05.000573,0.0
04/2025,999,1.1.02.05.000574,0.0
04/2025,999,1.1.02.05.000575,0.0
04/2025,999,1.1.02.05.000578,0.0
04/2025,999,1.1.02.05.000579,0.0
04/2025,999,1.1.02.05.000580,0.0
04/2025,999,1.1.02.05.000581,0.0
04/2025,999,1.1.02.05.000582,0.0
04/2025,999,1.1.02.05.000583,0.0
04/2025,999,1.1.02.05.000584,0.0
04/2025,999,1.1.02.05.000585,0.0
04/2025,999,1.1.02.05.000586,0.0
04/2025,999,1.1.02.05.000587,0.0
04/2025,999,1.1.02.05.000588,0.0
04/2025,999,1.1.02.05.000589,0.0
04/2025,999,1.1.02.05.000590,0.0
04/2025,999,1.1.02.05.000591,0.0
04/2025,999,1.1.02.05.000592,0.0
04/2025,999,1.1.02.05.000593,0.0
04/2025,999,1.1.02.05.000594,0.0
04/2025,999,1.1.02.06.000001,-2354.0166
04/2025,999,1.1.02.07.000001,7659.7642
04/2025,999,1.1.02.07.000003,-0.0
04/2025,999,1.1.02.07.000004,-0.0
04/2025,999,1.1.02.07.000005,-0.0
04/2025,999,1.1.02.07.000008,-0.0
04/2025,999,1.1.02.07.000009,-0.0
04/2025,999,1.1.02.07.000010,0.0
04/2025,999,1.1.02.08.000002,0.0
04/2025,999,1.1.02.08.000003,0.0
04/2025,999,1.1.02.09.000001,2476.81496
04/2025,999,1.1.02.09.000003,13.2889
04/2025,999,1.1.02.09.000005,10.55761
04/2025,999,1.1.02.09.000007,49.20576
04/2025,999,1.1.02.09.000009,0.0
04/2025,999,1.1.02.10.000001,0.0
04/2025,999,1.1.03.01.000002,0.0
04/2025,999,1.1.03.01.000003,0.0
04/2025,999,1.1.03.01.000005,-0.0
04/2025,999,1.1.03.01.000006,14866.65116
04/2025,999,1.1.03.01.000007,0.0
04/2025,999,1.1.03.01.000008,0.0
04/2025,999,1.1.03.01.000013,0.0
04/2025,999,1.1.03.01.000015,0.0
04/2025,999,1.1.03.02.000003,250.18394
04/2025,999,1.1.03.02.000004,0.0
04/2025,999,1.1.03.02.000007,0.0
04/2025,999,1.1.03.02.000009,590.94142
04/2025,999,1.1.03.02.000013,0.0
04/2025,999,1.1.03.02.000015,0.0
04/2025,999,1.1.03.02.000016,0.0
04/2025,999,1.1.03.03.000001,14394.26592
04/2025,999,1.1.03.03.000002,8369.24022
04/2025,999,1.1.03.03.000006,0.0
04/2025,999,1.1.03.03.000007,0.0
04/2025,999,1.1.03.04.000001,27.53596
04/2025,999,1.1.03.04.000002,33.07618
04/2025,999,1.1.04.01.000002,-0.0
04/2025,999,1.1.04.01.000005,21848.91926
04/2025,999,1.2.01.02.000001,0.0
04/2025,999,1.2.01.02.000002,94.83472
04/2025,999,1.2.01.02.000003,0.0
04/2025,999,1.2.01.02.000005,0.0
04/2025,999,1.2.02.01.000010,0.0
04/2025,999,1.2.02.02.000002,7626.36885
04/2025,999,1.2.02.02.000010,0.0
04/2025,999,1.2.02.02.000012,938.77591
04/2025,999,1.2.02.02.000013,0.0
04/2025,999,1.2.02.03.000001,1789.56041
04/2025,999,1.2.02.03.000002,64.64489
04/2025,999,1.2.02.03.000003,359.44959
04/2025,999,1.2.02.03.000004,0.0
04/2025,999,1.2.02.03.000005,251.12643
04/2025,999,1.2.02.03.000007,827.15427
04/2025,999,1.2.02.03.000008,681.55393
04/2025,999,1.2.03.01.000001,0.0
04/2025,999,1.2.03.01.000003,0.0
04/2025,999,1.2.03.01.000005,0.0
04/2025,999,1.2.03.01.000006,34.86976
04/2025,999,1.2.03.01.000007,0.0
04/2025,999,1.2.03.01.000008,0.0
04/2025,999,1.2.03.01.000009,0.0
04/2025,999,1.2.03.01.000010,82.38881
04/2025,999,1.2.03.01.000012,123.48846
04/2025,999,1.2.03.01.000015,167837.03986
04/2025,999,1.2.03.01.000016,925.32809
04/2025,999,1.2.03.01.000017,9417.4
04/2025,999,1.2.03.01.000018,0.0
04/2025,999,1.2.03.01.000019,5889.03542
04/2025,999,1.2.03.01.000020,208.43654
04/2025,999,1.2.03.02.000001,-266.71007
04/2025,999,1.2.03.02.000002,-33.19427
04/2025,999,1.2.03.02.000003,-1349.82734
04/2025,999,1.2.03.02.000004,-169825.1649
04/2025,999,1.2.03.02.000005,-125.50107
04/2025,999,1.2.03.02.000007,-4.664
04/2025,999,1.2.04.01.000001,381.24051
04/2025,999,1.2.04.02.000001,-87.55427
04/2025,999,2.1.01.01.000004,0.0
04/2025,999,2.1.01.01.000005,-0.0
04/2025,999,2.1.01.01.000006,0.0
04/2025,999,2.1.01.01.000007,0.0
04/2025,999,2.1.01.01.000008,-0.0
04/2025,999,2.1.01.01.000896,0.0
04/2025,999,2.1.01.01.000897,0.0
04/2025,999,2.1.01.01.000898,0.0
04/2025,999,2.1.01.01.000899,0.0
04/2025,999,2.1.01.01.000900,0.0
04/2025,999,2.1.01.02.000001,0.0
04/2025,999,2.1.01.02.000003,-0.0
04/2025,999,2.1.01.02.000004,0.0
04/2025,999,2.1.01.02.000009,0.0
04/2025,999,2.1.01.02.000019,0.0
04/2025,999,2.1.01.02.000024,0.0
04/2025,999,2.1.01.02.000025,0.0
04/2025,999,2.1.01.02.000027,-0.0
04/2025,999,2.1.01.02.000030,0.0
04/2025,999,2.1.01.02.000033,-0.0
04/2025,999,2.1.01.02.000034,0.0
04/2025,999,2.1.01.02.000038,0.0
04/2025,999,2.1.01.02.000043,-0.0
04/2025,999,2.1.01.02.000045,-0.0
04/2025,999,2.1.01.02.000046,0.0
04/2025,999,2.1.01.02.000050,0.0
04/2025,999,2.1.01.02.000051,-0.0
04/2025,999,2.1.01.02.000052,0.0
04/2025,999,2.1.01.02.000053,-0.0
04/2025,999,2.1.01.02.000054,-0.0
04/2025,999,2.1.01.02.000056,-0.0
04/2025,999,2.1.01.02.000059,0.0
04/2025,999,2.1.01.02.000062,0.0
04/2025,999,2.1.01.02.000065,0.0
04/2025,999,2.1.01.02.000069,0.0
04/2025,999,2.1.01.02.000070,0.0
04/2025,999,2.1.01.02.000072,0.0
04/2025,999,2.1.01.02.000076,0.0
04/2025,999,2.1.01.02.000078,0.0
04/2025,999,2.1.01.02.000088,-0.0
04/2025,999,2.1.01.02.000089,0.0
04/2025,999,2.1.01.02.000090,0.0
04/2025,999,2.1.01.02.000091,0.0
04/2025,999,2.1.01.02.000098,-0.0
04/2025,999,2.1.01.02.000102,0.0
04/2025,999,2.1.01.02.000106,-0.0
04/2025,999,2.1.01.02.000109,0.0
04/2025,999,2.1.01.02.000111,-0.0
04/2025,999,2.1.01.02.000113,0.0
04/2025,999,2.1.01.02.000116,0.0
04/2025,999,2.1.01.02.000122,0.0
04/2025,999,2.1.01.02.000132,0.0
04/2025,999,2.1.01.02.000133,0.0
04/2025,999,2.1.01.02.000137,0.0
04/2025,999,2.1.01.02.000145,0.0
04/2025,999,2.1.01.02.000147,-0.0
04/2025,999,2.1.01.02.000148,-0.28
04/2025,999,2.1.01.02.000149,0.0
04/2025,999,2.1.01.02.000150,0.0
04/2025,999,2.1.01.02.000152,0.0
04/2025,999,2.1.01.02.000154,0.0
04/2025,999,2.1.01.02.000155,0.0
04/2025,999,2.1.01.02.000169,0.0
04/2025,999,2.1.01.02.000170,-0.0
04/2025,999,2.1.01.02.000173,-0.0
04/2025,999,2.1.01.02.000174,-1.15368
04/2025,999,2.1.01.02.000175,0.0
04/2025,999,2.1.01.02.000180,0.0
04/2025,999,2.1.01.02.000184,-0.0
04/2025,999,2.1.01.02.000186,0.0
04/2025,999,2.1.01.02.000188,0.0
04/2025,999,2.1.01.02.000194,0.0
04/2025,999,2.1.01.02.000196,0.0
04/2025,999,2.1.01.02.000198,0.0
04/2025,999,2.1.01.02.000202,0.0
04/2025,999,2.1.01.02.000214,-0.0
04/2025,999,2.1.01.02.000217,-0.0
04/2025,999,2.1.01.02.000222,0.0
04/2025,999,2.1.01.02.000224,0.0
04/2025,999,2.1.01.02.000225,-2.459
04/2025,999,2.1.01.02.000226,-0.0
04/2025,999,2.1.01.02.000228,-0.0
04/2025,999,2.1.01.02.000229,0.0
04/2025,999,2.1.01.02.000231,0.0
04/2025,999,2.1.01.02.000234,0.0
04/2025,999,2.1.01.02.000246,0.0
04/2025,999,2.1.01.02.000251,-2.52672
04/2025,999,2.1.01.02.000261,0.0
04/2025,999,2.1.01.02.000263,0.0
04/2025,999,2.1.01.02.000265,0.0
04/2025,999,2.1.01.02.000267,-4.50975
04/2025,999,2.1.01.02.000269,-0.0
04/2025,999,2.1.01.02.000274,0.0
04/2025,999,2.1.01.02.000280,0.0
04/2025,999,2.1.01.02.000283,0.0
04/2025,999,2.1.01.02.000289,-624.6211
04/2025,999,2.1.01.02.000293,0.0
04/2025,999,2.1.01.02.000294,0.0
04/2025,999,2.1.01.02.000300,0.0
04/2025,999,2.1.01.02.000307,0.0
04/2025,999,2.1.01.02.000308,0.0
